classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
cradle,28,"['bassinet', 'treeing walker coonhound', 'egyptian mau', 'red king crab', 'dalmatian']","[0.2999999999999999, 0.06, 0.06, 0.04, 0.04]",1.4703209083081832,0.0,0.0,0.0,0.0,0.0,516,516,1145
construction crane,15,"['aircraft carrier', 'analog clock', 'barn', 'pier', 'pirate ship']","[0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.121084707812288,0.42,0.304,0.42,0.001,0.362,517,517,1169
crash helmet,15,"['football helmet', 'southern black widow', 'red admiral butterfly', 'badger', 'accordion']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.66,0.493,0.66,0.001,0.576,518,518,1162
crate,24,"['apiary', 'abacus', 'wheelbarrow', 'trash can', 'barbershop']","[0.12, 0.08, 0.08, 0.04, 0.04]",0.3436215967445453,0.2,0.217,0.2,0.001,0.209,519,519,1169
infant bed,21,"['bassinet', 'baluster  handrail', 'treeing walker coonhound', 'egyptian mau', 'altar']","[0.3399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4842971984491509,0.1199999999999999,0.273,0.12,0.0,0.196,520,520,1175
crock pot,35,"['dungeness crab', 'barrel', 'hamster', 'hot pot', 'coffeemaker']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.0399999999999999,0.222,0.04,0.0,0.131,521,521,1082
croquet ball,34,"['treeing walker coonhound', 'baseball', 'badger', 'balloon', 'syringe']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.16,0.667,0.16,0.0,0.414,522,522,1159
crutch,42,"['analog clock', 'apron', 'backpack', 'banjo', 'barbershop']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.0,0.0,0.0,0.0,0.0,523,523,1185
cuirass,24,"['barrel', 'breastplate', 'triceratops', 'altar', 'trilobite']","[0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",0.2715454178836391,0.0799999999999999,0.182,0.08,0.0,0.131,524,524,1157
dam,30,"['badger', 'baluster  handrail', 'barn', 'pier', 'cliff']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.2799999999999999,0.412,0.28,0.001,0.346,525,525,1156
desk,24,"['barber chair', 'barbershop', 'desktop computer', 'abacus', 'siamese cat']","[0.1399999999999999, 0.1399999999999999, 0.1, 0.06, 0.04]",-0.1527442975595475,0.08,0.2,0.08,0.0,0.14,526,526,1179
desktop computer,28,"['monitor', 'barometer', 'crt monitor', 'barber chair', 'analog clock']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.1,0.085,0.1,0.001,0.092,527,527,1169
rotary dial telephone,30,"['barometer', 'backpack', 'chambered nautilus', 'analog clock', 'bakery']","[0.18, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.4035141563500917,0.0,0.0,0.0,0.001,0.0,528,528,1164
diaper,36,"['band aid', 'treeing walker coonhound', 'boxer', 'toy poodle', 'apron']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.02,0.2,0.02,0.0,0.11,529,529,1144
digital clock,32,"['barometer', 'analog clock', 'barbershop', 'automated teller machine', 'cassette player']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.16,0.088,0.16,0.002,0.124,530,530,1180
digital watch,33,"['analog clock', 'backpack', 'reflex camera', 'barometer', 'baseball']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.04,0.286,0.04,0.0,0.163,531,531,786
dining table,18,"['barber chair', 'altar', 'barbershop', 'treeing walker coonhound', 'yorkshire terrier']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.5599999999999999,0.491,0.56,0.001,0.526,532,532,1182
dishcloth,28,"['cardigan', 'apron', 'band aid', 'chain link fence', 'christmas stocking']","[0.22, 0.06, 0.04, 0.04, 0.04]",1.4565472846013432,0.1,0.625,0.1,0.0,0.362,533,533,1153
dishwasher,30,"['barber chair', 'badger', 'safe', 'accordion', 'trash can']","[0.12, 0.1, 0.06, 0.04, 0.04]",0.3804646084815737,0.06,0.188,0.06,0.0,0.124,534,534,1155
disc brake,27,"['aircraft carrier', 'analog clock', 'barometer', 'yellow garden spider', 'barrel']","[0.16, 0.12, 0.06, 0.04, 0.04]",0.5451388888888891,0.12,0.375,0.12,0.0,0.248,535,535,1163
dock,17,"['aircraft carrier', 'pirate ship', 'sea lion', 'amphibious vehicle', 'pier']","[0.3199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4286267334338298,0.2399999999999999,0.324,0.24,0.001,0.282,536,536,1103
dog sled,11,"['husky', 'treeing walker coonhound', 'siberian husky', 'whippet', 'scottish deerhound']","[0.4, 0.06, 0.06, 0.02, 0.02]",1.443313255688514,0.32,0.471,0.32,0.001,0.395,537,537,1170
dome,13,"['mosque', 'altar', 'analog clock', 'church', 'vaulted or arched ceiling']","[0.1399999999999999, 0.1199999999999999, 0.1199999999999999, 0.0999999999999999, 0.0399999999999999]",-1.0179522960269576,0.3199999999999999,0.457,0.32,0.001,0.388,538,538,1148
doormat,39,"['band aid', 'cassette', 'frilled necked lizard', 'barbershop', 'chain link fence']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.04,0.286,0.04,0.0,0.163,539,539,1176
drilling rig,13,"['aircraft carrier', 'space shuttle', 'construction crane', 'amphibious vehicle', 'container ship']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.4400000000000001,0.579,0.44,0.001,0.509,540,540,1184
drum,30,"['accordion', 'barrel', 'academic gown', 'apiary', 'banjo']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.08,0.267,0.08,0.0,0.174,541,541,1174
drumstick,40,"['abacus', 'barrel', 'flute', 'rotary dial telephone', 'paintbrush']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.02,0.048,0.02,0.0,0.034,542,542,1166
dumbbell,26,"['barbell', 'st  bernard', 'assault rifle', 'balance beam', 'barber chair']","[0.34, 0.06, 0.06, 0.04, 0.04]",1.4778827833509565,0.04,0.2,0.04,0.0,0.12,543,543,1160
dutch oven,28,"['wheelbarrow', 'barrel', 'red king crab', 'apiary', 'trash can']","[0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.362792753035554,0.0199999999999999,0.5,0.02,0.0,0.26,544,544,1181
electric fan,33,"['analog clock', 'disc brake', 'planetarium', 'barometer', 'french horn']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.1,0.147,0.1,0.001,0.124,545,545,1169
electric guitar,16,"['acoustic guitar', 'accordion', 'banjo', 'cello', 'violin']","[0.4, 0.16, 0.08, 0.04, 0.04]",1.15243891442068,0.06,0.3,0.06,0.0,0.18,546,546,1170
electric locomotive,13,"['freight car', 'amphibious vehicle', 'tram', 'analog clock', 'ambulance']","[0.18, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",1.1427763502892974,0.3799999999999999,0.731,0.38,0.001,0.556,547,547,1182
entertainment center,10,"['home theater', 'barbershop', 'desktop computer', 'abacus', 'china cabinet']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.72,0.923,0.72,0.001,0.822,548,548,1162
envelope,32,"['band aid', 'barometer', 'abacus', 'apron', 'barbershop']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.12,0.176,0.12,0.001,0.148,549,549,1170
espresso machine,26,"['coffeemaker', 'cassette player', 'milk can', 'monitor', 'television']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.26,0.65,0.26,0.0,0.455,550,550,1017
face powder,32,"['barrel', 'hamster', 'ballpoint pen', 'lotion', 'product packet  packaging']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.12,0.6,0.12,0.0,0.36,551,551,1045
feather boa,25,"['badger', 'siamese cat', 'scottish terrier', 'persian cat', 'apron']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615298,0.3199999999999999,0.364,0.32,0.001,0.342,552,552,1175
filing cabinet,28,"['abacus', 'safe', 'barber chair', 'barbershop', 'desk']","[0.08, 0.08, 0.06, 0.06, 0.06]",0.4082482904638608,0.06,0.13,0.06,0.0,0.095,553,553,1187
fireboat,13,"['aircraft carrier', 'amphibious vehicle', 'paddle wheel', 'pirate ship', 'great white shark']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.6,0.556,0.6,0.001,0.578,554,554,1170
fire truck,24,"['ambulance', 'amphibious vehicle', 'ford model t', 'school bus', 'tram']","[0.2, 0.16, 0.04, 0.04, 0.04]",0.5071295169770311,0.1,0.152,0.1,0.001,0.126,555,555,1157
fire screen,42,"['baluster  handrail', 'badger', 'shower curtain', 'window shade', 'triceratops']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.06,0.3,0.06,0.0,0.18,556,556,1161
flagpole,21,"['balloon', 'pole', 'church', 'traffic light', 'jellyfish']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.7500308204401287,0.42,0.512,0.42,0.001,0.466,557,557,1160
flute,34,"['abacus', 'barber chair', 'barbershop', 'ram adult male sheep', 'accordion']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.06,0.12,0.06,0.001,0.09,558,558,1161
folding chair,33,"['barber chair', 'treeing walker coonhound', 'dining table', 'accordion', 'apiary']","[0.1399999999999999, 0.06, 0.06, 0.04, 0.04]",1.286470061706137,0.02,0.143,0.02,0.0,0.081,559,559,1175
football helmet,26,"['baseball', 'boston terrier', 'baseball player', 'german shepherd dog', 'drum']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.3,0.429,0.3,0.001,0.364,560,560,1173
forklift,18,"['amphibious vehicle', 'trash can', 'wheelbarrow', 'barrel', 'ambulance']","[0.12, 0.1, 0.1, 0.06, 0.04]",-0.3477670622469961,0.24,0.414,0.24,0.001,0.327,561,561,1180
fountain,22,"['altar', 'fireboat', 'aircraft carrier', 'apiary', 'barn']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.4,0.769,0.4,0.001,0.584,562,562,1168
fountain pen,30,"['ballpoint pen', 'barrel', 'pencil sharpener', 'triceratops', 'ground beetle']","[0.18, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.0701908064798322,0.1599999999999999,0.364,0.16,0.0,0.262,563,563,1184
four poster bed,23,"['mosquito net', 'altar', 'bakery', 'barbershop', 'china cabinet']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.36,0.75,0.36,0.0,0.555,564,564,1167
freight car,21,"['abacus', 'analog clock', 'trash can', 'barber chair', 'barbershop']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.3800000000000001,0.475,0.38,0.001,0.428,565,565,1160
french horn,22,"['accordion', 'saxophone', 'trombone', 'barber chair', 'cornet']","[0.16, 0.12, 0.12, 0.1, 0.06]",-0.1790421686972115,0.06,0.115,0.06,0.001,0.088,566,566,1163
frying pan,43,"['wheelbarrow', 'chiton', 'hamster', 'apron', 'hard disk drive']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.0,0.0,0.0,0.0,0.0,567,567,1105
fur coat,37,"['treeing walker coonhound', 'ring tailed lemur', 'apron', 'trench coat', 'trilobite']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.18,0.529,0.18,0.0,0.355,568,568,1178
garbage truck,19,"['amphibious vehicle', 'semi trailer truck', 'ambulance', 'tow truck', 'trash can']","[0.22, 0.1399999999999999, 0.12, 0.08, 0.06]",0.626177940402688,0.08,0.222,0.08,0.0,0.151,569,569,1162
gas mask or respirator,29,"['badger', 'accordion', 'oxygen mask', 'band aid', 'microphone']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.1999999999999999,0.208,0.2,0.001,0.204,570,570,1175
gas pump,22,"['barbershop', 'trash can', 'barber chair', 'barrel', 'vending machine']","[0.32, 0.12, 0.04, 0.04, 0.04]",1.2332237528390588,0.1,0.238,0.1,0.0,0.169,571,571,1151
goblet,33,"['goldfish', 'altar', 'bakery', 'red wine', 'jellyfish']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.1,0.294,0.1,0.0,0.197,572,572,1152
go kart,25,"['amphibious vehicle', 'wheelbarrow', 'ambulance', 'treeing walker coonhound', 'aircraft carrier']","[0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3804646084815734,0.2199999999999999,0.5,0.22,0.0,0.36,573,573,1159
golf ball,28,"['baseball', 'bottle cap', 'snail', 'hermit crab', 'soap dispenser']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.2,0.588,0.2,0.0,0.394,574,574,1168
golf cart,21,"['amphibious vehicle', 'wheelbarrow', 'ambulance', 'trash can', 'barbershop']","[0.18, 0.16, 0.1399999999999999, 0.04, 0.04]",-0.2754946630542135,0.12,0.667,0.12,0.0,0.394,575,575,1165
gondola,13,"['killer whale', 'sea lion', 'aircraft carrier', 'sturgeon', 'academic gown']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.64,0.941,0.64,0.001,0.79,576,576,1161
gong,29,"['barometer', 'bell or wind chime', 'cockroach', 'barrel', 'electric ray']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.2799999999999999,0.483,0.28,0.001,0.382,577,577,1139
gown,21,"['apron', 'abaya', 'academic gown', 'altar', 'treeing walker coonhound']","[0.1599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3703729243142675,0.2399999999999999,0.632,0.24,0.0,0.436,578,578,1171
grand piano,17,"['upright piano', 'accordion', 'barber chair', 'french bulldog', 'rhinoceros beetle']","[0.2, 0.08, 0.04, 0.02, 0.02]",1.15243891442068,0.4,0.444,0.4,0.001,0.422,579,579,1180
greenhouse,24,"['barbershop', 'barn', 'planetarium', 'apiary', 'balloon']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.32,0.64,0.32,0.001,0.48,580,580,1167
radiator grille,21,"['accordion', 'ambulance', 'trash can', 'analog clock', 'barrel']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.3799999999999999,0.463,0.38,0.001,0.422,581,581,1155
grocery store,23,"['bakery', 'butcher shop', 'barbershop', 'candy store', 'cauliflower']","[0.26, 0.08, 0.06, 0.04, 0.04]",1.3856295943127035,0.16,0.4,0.16,0.0,0.28,582,582,1153
guillotine,32,"['barbershop', 'analog clock', 'barber chair', 'barn', 'treeing walker coonhound']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.0,0.0,0.0,0.0,0.0,583,583,1154
hair clip,43,"['band aid', 'hermit crab', 'balloon', 'necklace', 'centipede']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.02,0.143,0.02,0.0,0.081,584,584,1194
hair spray,35,"['lotion', 'perfume', 'apron', 'barrel', 'academic gown']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-0.3436215967445452,0.0399999999999999,0.154,0.04,0.0,0.097,585,585,877
half track,17,"['amphibious vehicle', 'tank', 'assault rifle', 'aircraft carrier', 'abacus']","[0.22, 0.18, 0.06, 0.04, 0.02]",0.4078667294524117,0.24,0.6,0.24,0.0,0.42,586,586,1153
hammer,35,"['trilobite', 'assault rifle', 'southern black widow', 'cockroach', 'badger']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0199999999999999,0.048,0.02,0.0,0.034,587,587,1153
hamper,34,"['accordion', 'badger', 'storage chest', 'american lobster', 'barrel']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.0999999999999999,0.417,0.1,0.0,0.258,588,588,1174
hair dryer,38,"['band aid', 'barber chair', 'barbershop', 'accordion', 'aircraft carrier']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.06,0.06,0.06,0.001,0.06,589,589,1182
hand held computer,26,"['joystick', 'monitor', 'computer keyboard', 'modem', 'ipod']","[0.1399999999999999, 0.1399999999999999, 0.12, 0.06, 0.04]",-0.3900528774186523,0.04,0.4,0.04,0.0,0.22,590,590,943
handkerchief,26,"['apron', 'band aid', 'pillow', 'shower curtain', 'tick']","[0.1, 0.08, 0.08, 0.08, 0.04]",-0.8675276172357084,0.1399999999999999,0.333,0.14,0.0,0.237,591,591,1187
hard disk drive,32,"['assault rifle', 'barbershop', 'ipod', 'abacus', 'barometer']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.02,0.05,0.02,0.0,0.035,592,592,1179
harmonica,42,"['banjo', 'badger', 'abacus', 'ring binder', 'cornet']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.0199999999999999,0.091,0.02,0.0,0.056,593,593,1159
harp,27,"['accordion', 'barbershop', 'treeing walker coonhound', 'banjo', 'baluster  handrail']","[0.12, 0.1, 0.08, 0.08, 0.06]",0.2715454178836379,0.02,0.029,0.02,0.001,0.024,594,594,1181
combine harvester,19,"['tractor', 'amphibious vehicle', 'threshing machine', 'barn', 'barrel']","[0.16, 0.1, 0.08, 0.06, 0.06]",0.970494958830945,0.12,0.6,0.12,0.0,0.36,595,595,1160
hatchet,36,"['treeing walker coonhound', 'electric ray', 'frilled necked lizard', 'scorpion', 'longhorn beetle']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.04,0.143,0.04,0.0,0.092,596,596,805
holster,23,"['assault rifle', 'backpack', 'apron', 'banjo', 'sewing machine']","[0.1599999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999996,0.2599999999999999,0.302,0.26,0.001,0.281,597,597,1146
home theater,29,"['desktop computer', 'window shade', 'barbershop', 'television', 'acoustic guitar']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.18,0.429,0.18,0.0,0.304,598,598,1160
honeycomb,30,"['gila monster', 'scorpion', 'apiary', 'european garden spider', 'hermit crab']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.2,0.37,0.2,0.001,0.285,599,599,1158
hook,40,"['chain', 'barometer', 'backpack', 'barbell', 'goldfish']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.2715454178836398,0.0599999999999999,0.143,0.06,0.0,0.102,600,600,1173
hoop skirt,29,"['treeing walker coonhound', 'apron', 'wheelbarrow', 'academic gown', 'amphibious vehicle']","[0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2115471544831142,0.1599999999999999,0.727,0.16,0.0,0.444,601,601,1166
gymnastic horizontal bar,23,"['abacus', 'balance beam', 'treeing walker coonhound', 'apron', 'basketball']","[0.18, 0.18, 0.04, 0.04, 0.04]",0.4082482904638628,0.1399999999999999,0.333,0.14,0.0,0.237,602,602,1181
horse drawn vehicle,23,"['ox', 'water buffalo', 'arabian camel', 'common sorrel horse', 'wheelbarrow']","[0.2799999999999999, 0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",1.099943881845741,0.0199999999999999,0.5,0.02,0.0,0.26,603,603,1176
hourglass,37,"['candle', 'perfume', 'jellyfish', 'barrel', 'bell or wind chime']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0399999999999999,0.111,0.04,0.0,0.076,604,604,1168
ipod,32,"['analog clock', 'ballpoint pen', 'automated teller machine', 'mobile phone', 'clothes iron']","[0.1, 0.1, 0.04, 0.04, 0.04]",0.4082482904638626,0.1,0.1,0.1,0.001,0.1,605,605,1165
clothes iron,35,"['crash helmet', 'hair dryer', 'vacuum cleaner', 'washing machine', 'analog clock']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.08,0.1,0.08,0.001,0.09,606,606,1190
carved pumpkin,10,"['accordion', 'candle', 'dalmatian', 'bakery', 'balloon']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7600000000000001,0.594,0.76,0.001,0.677,607,607,1177
jeans,22,"['apron', 'band aid', 'accordion', 'backpack', 'komodo dragon']","[0.12, 0.06, 0.04, 0.04, 0.02]",1.0179522960269585,0.38,0.514,0.38,0.001,0.447,608,608,1164
jeep,18,"['amphibious vehicle', 'ambulance', 'trash can', 'ford model t', 'treeing walker coonhound']","[0.16, 0.08, 0.04, 0.04, 0.02]",1.0038803488549692,0.4000000000000001,0.513,0.4,0.001,0.456,609,609,1180
t shirt,25,"['apron', 'kimono', 'sweatshirt', 'backpack', 'siamese cat']","[0.26, 0.06, 0.06, 0.04, 0.02]",1.3900692755356363,0.16,0.421,0.16,0.0,0.29,610,610,1152
jigsaw puzzle,30,"['abacus', 'band aid', 'soft coated wheaten terrier', 'dalmatian', 'bakery']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2199999999999999,0.478,0.22,0.0,0.349,611,611,1173
rickshaw,19,"['wheelbarrow', 'barber chair', 'barbershop', 'badger', 'academic gown']","[0.18, 0.12, 0.1, 0.04, 0.04]",0.3476794475723936,0.18,0.429,0.18,0.0,0.304,612,612,1183
joystick,35,"['trash can', 'barbershop', 'computer keyboard', 'rotary dial telephone', 'gas pump']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.1399999999999999,0.09,0.14,0.002,0.115,613,613,1171
kimono,17,"['abaya', 'apron', 'academic gown', 'european green lizard', 'kingsnake']","[0.08, 0.08, 0.04, 0.02, 0.02]",0.2115471544831129,0.52,0.441,0.52,0.001,0.481,614,614,1163
knee pad,35,"['backpack', 'apron', 'bulletproof vest', 'holster', 'sandal']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.0799999999999999,0.267,0.08,0.0,0.174,615,615,1187
knot,34,"['badger', 'newt', 'green iguana', 'scorpion', 'accordion']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.18,0.391,0.18,0.0,0.286,616,616,1180
lab coat,17,"['barbershop', 'stethoscope', 'sea lion', 'miniature poodle', 'badger']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.62,0.369,0.62,0.002,0.494,617,617,1146
ladle,38,"['barrel', 'dungeness crab', 'bakery', 'american lobster', 'analog clock']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.0199999999999999,0.048,0.02,0.0,0.034,618,618,1176
lampshade,27,"['balloon', 'barrel', 'badger', 'altar', 'band aid']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.2399999999999999,0.197,0.24,0.001,0.218,619,619,1175
laptop computer,24,"['desktop computer', 'notebook computer', 'monitor', 'abacus', 'crt monitor']","[0.1399999999999999, 0.1399999999999999, 0.0999999999999999, 0.0799999999999999, 0.0799999999999999]",0.2115471544831127,0.0399999999999999,0.2,0.04,0.0,0.12,620,620,1132
lawn mower,24,"['wheelbarrow', 'trash can', 'assault rifle', 'aircraft carrier', 'amphibious vehicle']","[0.32, 0.08, 0.06, 0.04, 0.04]",1.4299393715804487,0.04,0.333,0.04,0.0,0.186,621,621,1156
lens cap,37,"['backpack', 'vacuum cleaner', 'aircraft carrier', 'assault rifle', 'barrel']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0799999999999999,0.129,0.08,0.001,0.105,622,622,1194
letter opener,41,"['apron', 'conch', 'abacus', 'analog clock', 'ballpoint pen']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.0,0.0,0.0,0.0,0.0,623,623,902
library,15,"['bookstore', 'barbershop', 'bookcase', 'abacus', 'bakery']","[0.16, 0.1399999999999999, 0.1, 0.08, 0.08]",0.3804646084815739,0.2,0.556,0.2,0.0,0.378,624,624,1158
lifeboat,10,"['amphibious vehicle', 'drilling rig', 'dock', 'aircraft carrier', 'goldfish']","[0.32, 0.12, 0.1, 0.08, 0.02]",1.082033933384526,0.26,0.867,0.26,0.0,0.564,625,625,1176
lighter,40,"['accordion', 'band aid', 'trash can', 'matchstick', 'pill bottle']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.0599999999999999,0.167,0.06,0.0,0.114,626,626,1178
limousine,32,"['tow truck', 'badger', 'academic gown', 'ambulance', 'analog clock']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.1599999999999999,0.444,0.16,0.0,0.302,627,627,1173
ocean liner,8,"['aircraft carrier', 'fireboat', 'airship', 'dock', 'flagpole']","[0.4399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4693345508485316,0.36,0.818,0.36,0.0,0.589,628,628,1154
lipstick,34,"['syringe', 'abacus', 'backpack', 'candle', 'matchstick']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.1999999999999999,0.4,0.2,0.001,0.3,629,629,1174
slip on shoe,32,"['backpack', 'band aid', 'cowboy boot', 'african rock python', 'apiary']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.1399999999999999,0.875,0.14,0.0,0.508,630,630,1003
lotion,24,"['perfume', 'band aid', 'beer glass', 'milk can', 'vase']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.2999999999999999,0.217,0.3,0.001,0.258,631,631,1155
music speaker,37,"['barometer', 'analog clock', 'binoculars', 'electric fan', 'joystick']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.0199999999999999,0.167,0.02,0.0,0.094,632,632,1176
loupe magnifying glass,39,"['tick', 'polaroid camera', 'cricket insect', 'analog clock', 'band aid']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.0199999999999999,0.05,0.02,0.0,0.035,633,633,1165
sawmill,21,"['barrel', 'barn', 'abacus', 'wheelbarrow', 'baluster  handrail']","[0.18, 0.16, 0.08, 0.08, 0.06]",0.3877276902767256,0.1,0.208,0.1,0.0,0.154,634,634,1185
