classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
magnetic compass,23,"['barometer', 'analog clock', 'bottle cap', 'wall clock', 'yellow garden spider']","[0.38, 0.16, 0.04, 0.04, 0.02]",1.080445600050784,0.0,0.0,0.0,0.0,0.0,635,635,1032
messenger bag,25,"['backpack', 'purse', 'apron', 'bra', 'tree frog']","[0.2799999999999999, 0.06, 0.04, 0.04, 0.02]",1.43639044642618,0.16,0.5,0.16,0.0,0.33,636,636,1186
mailbox,24,"['trash can', 'wheelbarrow', 'gas pump', 'altar', 'barbershop']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999]",-0.4082482904638627,0.2199999999999999,0.314,0.22,0.001,0.267,637,637,1155
tights,22,"['one piece bathing suit', 'apron', 'sarong', 'bikini', 'italian greyhound']","[0.2999999999999999, 0.1, 0.08, 0.06, 0.04]",1.333475326941583,0.04,0.222,0.04,0.0,0.131,638,638,1161
one piece bathing suit,27,"['sarong', 'apron', 'tights', 'treeing walker coonhound', 'balance beam']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.2399999999999999,0.3,0.24,0.001,0.27,639,639,1169
manhole cover,23,"['altar', 'barometer', 'abacus', 'mud turtle', 'trilobite']","[0.12, 0.1, 0.06, 0.04, 0.04]",0.3804646084815737,0.24,0.8,0.24,0.0,0.52,640,640,1170
maraca,37,"['chambered nautilus', 'barrel', 'lotion', 'assault rifle', 'piggy bank']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.04,0.125,0.04,0.0,0.082,641,641,1173
marimba,33,"['accordion', 'apiary', 'abacus', 'barbershop', 'flute']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.0799999999999999,0.235,0.08,0.0,0.158,642,642,1154
mask,35,"['feather boa', 'gas mask or respirator', 'macaque', 'altar', 'apron']","[0.08, 0.08, 0.04, 0.04, 0.04]",0.4082482904638644,0.08,0.444,0.08,0.0,0.262,643,643,1171
matchstick,27,"['candle', 'lampshade', 'treeing walker coonhound', 'paintbrush', 'wall clock']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.2799999999999999,0.298,0.28,0.001,0.289,644,644,1177
maypole,22,"['llama', 'ambulance', 'balloon', 'baseball', 'treeing walker coonhound']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.4800000000000001,0.889,0.48,0.001,0.684,645,645,1168
maze,22,"['apiary', 'barn', 'treeing walker coonhound', 'chain link fence', 'great white shark']","[0.08, 0.08, 0.04, 0.04, 0.02]",0.1111111111111111,0.4,0.833,0.4,0.0,0.616,646,646,1157
measuring cup,33,"['barrel', 'angora rabbit', 'badger', 'abacus', 'barbershop']","[0.08, 0.06, 0.06, 0.06, 0.06]",1.4999999999999991,0.04,0.182,0.04,0.0,0.111,647,647,1171
medicine cabinet,28,"['barbershop', 'baluster  handrail', 'bakery', 'refrigerator', 'shower curtain']","[0.16, 0.1, 0.06, 0.06, 0.06]",1.0269996056981547,0.02,0.03,0.02,0.001,0.025,648,648,1167
megalith,17,"['macaque', 'barn', 'bison', 'langur', 'goose']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.54,0.818,0.54,0.001,0.679,649,649,1159
microphone,35,"['accordion', 'yorkshire terrier', 'backpack', 'barber chair', 'cornet']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.1399999999999999,0.171,0.14,0.001,0.156,650,650,1155
microwave oven,37,"['barbershop', 'border terrier', 'abacus', 'analog clock', 'bakery']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.04,0.154,0.04,0.0,0.097,651,651,1179
military uniform,19,"['assault rifle', 'amphibious vehicle', 'accordion', 'barbershop', 'bow tie']","[0.2199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4565472846013443,0.3199999999999999,0.593,0.32,0.001,0.456,652,652,1180
milk can,29,"['barrel', 'wheelbarrow', 'goldfish', 'ostrich', 'agama']","[0.36, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.3921882978922324,0.0199999999999999,0.05,0.02,0.0,0.035,653,653,981
minibus,19,"['ambulance', 'police van', 'minivan', 'academic gown', 'amphibious vehicle']","[0.3799999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.3232769985535209,0.0199999999999999,0.1,0.02,0.0,0.06,654,654,1161
miniskirt,29,"['badger', 'apron', 'barber chair', 'italian greyhound', 'bernese mountain dog']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2961528510345604,0.1199999999999999,0.429,0.12,0.0,0.274,655,655,1179
minivan,20,"['station wagon', 'ambulance', 'police van', 'limousine', 'amphibious vehicle']","[0.1599999999999999, 0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",0.1380231722330908,0.18,0.391,0.18,0.0,0.286,656,656,1157
missile,25,"['aircraft carrier', 'airliner', 'construction crane', 'missile.1', 'space shuttle']","[0.18, 0.1, 0.06, 0.06, 0.06]",1.1500493356615291,0.1,0.294,0.1,0.0,0.197,657,657,1135
missile,25,"['aircraft carrier', 'airliner', 'construction crane', 'missile.1', 'space shuttle']","[0.18, 0.1, 0.06, 0.06, 0.06]",1.1500493356615291,0.04,0.118,0.04,0.0,0.079,657,657,1135
missile,25,"['aircraft carrier', 'airliner', 'construction crane', 'missile.1', 'space shuttle']","[0.18, 0.1, 0.06, 0.06, 0.06]",1.1500493356615291,0.1,0.294,0.1,0.0,0.197,744,744,1178
missile,25,"['aircraft carrier', 'airliner', 'construction crane', 'missile.1', 'space shuttle']","[0.18, 0.1, 0.06, 0.06, 0.06]",1.1500493356615291,0.04,0.118,0.04,0.0,0.079,744,744,1178
mitten,38,"['christmas stocking', 'kerry blue terrier', 'irish water spaniel', 'tabby cat', 'apron']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.06,0.158,0.06,0.0,0.109,658,658,1176
mixing bowl,23,"['tea cup', 'teapot', 'coffee mug', 'bathtub', 'bucket']","[0.18, 0.1399999999999999, 0.06, 0.04, 0.04]",0.505300545316349,0.16,0.615,0.16,0.0,0.388,659,659,1170
mobile home,20,"['trash can', 'barn', 'ambulance', 'wheelbarrow', 'badger']","[0.12, 0.12, 0.06, 0.06, 0.04]",0.2561204162859409,0.24,0.429,0.24,0.001,0.334,660,660,1175
ford model t,13,"['amphibious vehicle', 'wheelbarrow', 'barber chair', 'ox', 'barbershop']","[0.24, 0.1, 0.08, 0.06, 0.06]",1.328592117701344,0.2799999999999999,0.5,0.28,0.001,0.39,661,661,1157
modem,38,"['backpack', 'digital clock', 'assault rifle', 'banjo', 'oscilloscope']","[0.08, 0.08, 0.04, 0.04, 0.04]",0.4082482904638644,0.04,0.051,0.04,0.001,0.046,662,662,1029
monastery,18,"['altar', 'bell tower', 'analog clock', 'church', 'pelican']","[0.26, 0.1399999999999999, 0.08, 0.04, 0.02]",0.7849251860980648,0.2,0.333,0.2,0.001,0.266,663,663,1054
monitor,30,"['desktop computer', 'barbershop', 'crt monitor', 'assault rifle', 'barber chair']","[0.16, 0.1, 0.06, 0.04, 0.04]",0.8095920178218723,0.06,0.059,0.06,0.001,0.06,664,664,1174
moped,18,"['wheelbarrow', 'apiary', 'aircraft carrier', 'vespa', 'centipede']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.3600000000000001,0.34,0.36,0.001,0.35,665,665,1152
mortar and pestle,40,"['wheelbarrow', 'chambered nautilus', 'trilobite', 'barrel', 'bucket']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.04,0.4,0.04,0.0,0.22,666,666,1162
graduation cap,34,"['academic gown', 'umbrella', 'balloon', 'safety pin', 'sombrero']","[0.22, 0.06, 0.04, 0.04, 0.04]",1.4565472846013432,0.0,0.0,0.0,0.0,0.0,667,667,1165
mosque,10,"['church', 'frilled necked lizard', 'killer whale', 'aircraft carrier', 'dome']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.629,0.78,0.001,0.704,668,668,1176
mosquito net,16,"['treeing walker coonhound', 'maltese', 'yorkshire terrier', 'irish setter', 'polar bear']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.66,0.532,0.66,0.001,0.596,669,669,1163
vespa,18,"['moped', 'aircraft carrier', 'barber chair', 'crash helmet', 'rhinoceros beetle']","[0.26, 0.12, 0.08, 0.06, 0.04]",1.1108039135397505,0.12,0.429,0.12,0.0,0.274,670,670,1172
mountain bike,17,"['unicycle', 'treeing walker coonhound', 'wheelbarrow', 'baluster  handrail', 'moped']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.36,0.783,0.36,0.0,0.572,671,671,1172
tent,18,"['treeing walker coonhound', 'wheelbarrow', 'leonberger', 'aircraft carrier', 'barn']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.4599999999999999,0.885,0.46,0.001,0.672,672,672,1160
computer mouse,35,"['desktop computer', 'abacus', 'computer keyboard', 'siamese cat', 'dung beetle']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.04,0.182,0.04,0.0,0.111,673,673,1178
mousetrap,41,"['band aid', 'centipede', 'red king crab', 'fox squirrel', 'european polecat']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.0,0.0,0.0,0.0,0.0,674,674,1164
moving van,22,"['ambulance', 'amphibious vehicle', 'semi trailer truck', 'freight car', 'school bus']","[0.1999999999999999, 0.1599999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999]",0.1718233223944775,0.0399999999999999,0.5,0.04,0.0,0.27,675,675,1054
muzzle,38,"['treeing walker coonhound', 'malinois', 'bullmastiff', 'tarantula', 'german shepherd dog']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3631734744194298,0.0,0.0,0.0,0.0,0.0,676,676,1022
metal nail,41,"['agama', 'cockroach', 'badger', 'accordion', 'radiator']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.06,0.429,0.06,0.0,0.244,677,677,1178
neck brace,37,"['treeing walker coonhound', 'band aid', 'accordion', 'barber chair', 'oxygen mask']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.02,0.125,0.02,0.0,0.072,678,678,1072
necklace,27,"['barometer', 'chain', 'bell or wind chime', 'indian cobra', 'southern black widow']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.4,0.4,0.4,0.001,0.4,679,679,1180
baby pacifier,34,"['lotion', 'eggnog', 'candle', 'oxygen mask', 'soap dispenser']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.1,0.333,0.1,0.0,0.217,680,680,1173
notebook computer,30,"['desktop computer', 'barber chair', 'abacus', 'analog clock', 'barometer']","[0.12, 0.08, 0.06, 0.06, 0.06]",1.1500493356615291,0.0,0.0,0.0,0.001,0.0,681,681,1178
obelisk,23,"['pedestal', 'altar', 'balloon', 'palace', 'jay']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.4,0.741,0.4,0.001,0.57,682,682,1158
oboe,36,"['bassoon', 'saxophone', 'cornet', 'flute', 'rhodesian ridgeback']","[0.1, 0.08, 0.04, 0.04, 0.02]",0.3477670622469954,0.1,0.238,0.1,0.0,0.169,683,683,1164
ocarina,35,"['isopod', 'electric ray', 'trilobite', 'unicycle', 'conch']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.012493172547901e-15,0.0599999999999999,0.158,0.06,0.0,0.109,684,684,1170
odometer,16,"['barometer', 'digital clock', 'analog clock', 'computer keyboard', 'slot machine']","[0.2799999999999999, 0.24, 0.16, 0.04, 0.04]",-0.0062791399794186,0.02,0.091,0.02,0.0,0.056,685,685,1176
oil filter,33,"['barrel', 'badger', 'abacus', 'accordion', 'analog clock']","[0.1399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.3627927530355544,0.0599999999999999,0.13,0.06,0.0,0.095,686,686,1009
pipe organ,15,"['altar', 'baluster  handrail', 'abacus', 'accordion', 'amphibious vehicle']","[0.36, 0.04, 0.02, 0.02, 0.02]",1.4877737901859671,0.34,0.415,0.34,0.001,0.378,687,687,1151
oscilloscope,22,"['radio', 'barometer', 'digital clock', 'monitor', 'desktop computer']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.2999999999999999,0.357,0.3,0.001,0.328,688,688,480
overskirt,26,"['apron', 'abaya', 'academic gown', 'triceratops', 'treeing walker coonhound']","[0.24, 0.08, 0.06, 0.04, 0.04]",1.361323120053112,0.06,0.5,0.06,0.0,0.28,689,689,921
bullock cart,16,"['ox', 'water buffalo', 'arabian camel', 'treeing walker coonhound', 'trilobite']","[0.26, 0.18, 0.1, 0.04, 0.02]",0.4024922359499625,0.18,0.562,0.18,0.0,0.371,690,690,1173
oxygen mask,33,"['gas mask or respirator', 'crash helmet', 'baseball', 'french horn', 'fiddler crab']","[0.16, 0.06, 0.04, 0.04, 0.02]",1.2621071358631282,0.12,0.154,0.12,0.001,0.137,691,691,1172
product packet  packaging,39,"['band aid', 'menu', 'snail', 'abacus', 'apron']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0,0.0,0.0,0.0,0.0,692,692,1149
paddle,21,"['silver salmon', 'tench', 'canoe', 'albatross', 'stingray']","[0.18, 0.1, 0.08, 0.04, 0.02]",0.6261779404026874,0.26,0.448,0.26,0.001,0.354,693,693,1166
paddle wheel,21,"['abacus', 'aircraft carrier', 'amphibious vehicle', 'barn', 'conch']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.48,0.558,0.48,0.001,0.519,694,694,1173
padlock,39,"['chain', 'barrel', 'trilobite', 'barber chair', 'wheelbarrow']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0,0.0,0.0,0.0,0.0,695,695,1152
paintbrush,40,"['aircraft carrier', 'assault rifle', 'barometer', 'baseball', 'hair spray']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.1,0.135,0.1,0.001,0.118,696,696,1175
pajamas,32,"['apron', 'academic gown', 'conch', 'rhodesian ridgeback', 'basset hound']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.2,0.25,0.2,0.001,0.225,697,697,1162
palace,16,"['analog clock', 'monastery', 'altar', 'pedestal', 'asian elephant']","[0.12, 0.12, 0.1, 0.06, 0.04]",-0.380464608481573,0.3,0.441,0.3,0.001,0.37,698,698,1177
pan flute,28,"['accordion', 'barrel', 'abacus', 'baluster  handrail', 'wheelbarrow']","[0.12, 0.12, 0.04, 0.04, 0.04]",0.4082482904638627,0.12,0.375,0.12,0.0,0.248,699,699,1173
paper towel,41,"['toy poodle', 'badger', 'barbershop', 'cardboard box  carton', 'plate rack']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.0,0.0599999999999999,0.273,0.06,0.0,0.166,700,700,1167
parachute,13,"['balloon', 'airship', 'aircraft carrier', 'ring necked snake', 'jellyfish']","[0.24, 0.08, 0.04, 0.02, 0.02]",1.2616818021900311,0.4400000000000001,0.611,0.44,0.001,0.526,701,701,1185
parallel bars,28,"['gymnastic horizontal bar', 'balance beam', 'pole', 'bassoon', 'hunting bow']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.22,0.478,0.22,0.0,0.349,702,702,1186
park bench,25,"['apiary', 'baluster  handrail', 'wheelbarrow', 'skunk', 'accordion']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.2799999999999999,0.667,0.28,0.0,0.474,703,703,1178
parking meter,30,"['trash can', 'wheelbarrow', 'analog clock', 'barometer', 'barrel']","[0.08, 0.08, 0.06, 0.06, 0.06]",0.4082482904638608,0.1,0.135,0.1,0.001,0.118,704,704,1173
railroad car,26,"['electric locomotive', 'amphibious vehicle', 'baluster  handrail', 'barbershop', 'aircraft carrier']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",-1.012493172547901e-15,0.18,0.5,0.18,0.0,0.34,705,705,1174
patio,35,"['wheelbarrow', 'altar', 'apiary', 'barbershop', 'dining table']","[0.16, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.08,0.4,0.08,0.0,0.24,706,706,1048
payphone,33,"['vending machine', 'barbershop', 'barber chair', 'wheelbarrow', 'treeing walker coonhound']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.0,0.0,0.0,0.0,0.0,707,707,1171
pedestal,25,"['obelisk', 'trash can', 'analog clock', 'baluster  handrail', 'triumphal arch, arch of orange, arch of titus']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.3399999999999999,0.586,0.34,0.001,0.463,708,708,1034
pencil case,30,"['band aid', 'pillow', 'apron', 'backpack', 'shower curtain']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.06]",1.2909944487358056,0.1,0.238,0.1,0.0,0.169,709,709,1165
pencil sharpener,41,"['band aid', 'dungeness crab', 'trash can', 'assault rifle', 'ballpoint pen']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.0199999999999999,0.053,0.02,0.0,0.036,710,710,1170
perfume,30,"['lotion', 'safe', 'barrel', 'automated teller machine', 'website']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.26,0.197,0.26,0.001,0.228,711,711,1168
petri dish,35,"['jellyfish', 'hamster', 'band aid', 'barometer', 'baseball']","[0.06, 0.06, 0.06, 0.06, 0.06]",0.0,0.0,0.0,0.0,0.0,0.0,712,712,867
photocopier,27,"['filing cabinet', 'washing machine', 'printer', 'digital clock', 'radio']","[0.1599999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.5451388888888885,0.0799999999999999,0.4,0.08,0.0,0.24,713,713,1176
plectrum,37,"['band aid', 'product packet  packaging', 'tick', 'acoustic guitar', 'banjo']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0599999999999999,0.25,0.06,0.0,0.155,714,714,1031
pickelhaube,18,"['assault rifle', 'academic gown', 'cornet', 'aircraft carrier', 'banjo']","[0.24, 0.08, 0.06, 0.04, 0.04]",1.361323120053112,0.26,0.684,0.26,0.0,0.472,715,715,1156
picket fence,23,"['apiary', 'baluster  handrail', 'barn', 'white stork', 'samoyed']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.286470061706139,0.2999999999999999,0.682,0.3,0.0,0.491,716,716,1156
pickup truck,19,"['amphibious vehicle', 'radiator grille', 'jeep', 'ford model t', 'soft coated wheaten terrier']","[0.12, 0.1, 0.08, 0.08, 0.06]",0.2715454178836379,0.16,0.533,0.16,0.0,0.347,717,717,1156
pier,21,"['baluster  handrail', 'aircraft carrier', 'suspension bridge', 'dam', 'through arch bridge']","[0.1199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999]",-0.2561204162859417,0.2799999999999999,0.286,0.28,0.001,0.283,718,718,1142
piggy bank,33,"['hermit crab', 'bakery', 'mud turtle', 'balloon', 'goldfish']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.22,0.355,0.22,0.001,0.288,719,719,1182
pill bottle,26,"['bottle cap', 'band aid', 'barrel', 'syringe', 'abacus']","[0.1399999999999999, 0.1, 0.1, 0.06, 0.04]",0.0543353053903945,0.08,0.25,0.08,0.0,0.165,720,720,1169
pillow,27,"['apron', 'envelope', 'mitten', 'terrapin', 'brain coral']","[0.2999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.429939371580449,0.1199999999999999,0.14,0.12,0.001,0.13,721,721,1164
ping pong ball,24,"['abacus', 'bakery', 'balance beam', 'parallel bars', 'pool table']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.4,0.625,0.4,0.001,0.512,722,722,1159
pinwheel,34,"['balloon', 'band aid', 'chihuahua', 'analog clock', 'apron']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.18,0.529,0.18,0.0,0.355,723,723,1001
pirate ship,13,"['aircraft carrier', 'analog clock', 'dock', 'schooner', 'sea lion']","[0.1399999999999999, 0.06, 0.06, 0.06, 0.02]",0.8675276172357075,0.5,0.51,0.5,0.001,0.505,724,724,1012
drink pitcher,29,"['altar', 'teapot', 'barrel', 'conch', 'apron']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.1399999999999999,0.25,0.14,0.001,0.195,725,725,1166
block plane,37,"['abacus', 'joystick', 'mousetrap', 'apiary', 'banjo']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.06,0.167,0.06,0.0,0.114,726,726,1172
planetarium,22,"['dome', 'aircraft carrier', 'airship', 'balloon', 'mosque']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.42,0.525,0.42,0.001,0.473,727,727,1147
plastic bag,36,"['apron', 'treeing walker coonhound', 'chain link fence', 'accordion', 'band aid']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.0799999999999999,0.25,0.08,0.0,0.165,728,728,941
plate rack,29,"['abacus', 'barber chair', 'altar', 'barrel', 'analog clock']","[0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.7500308204401287,0.0999999999999999,0.278,0.1,0.0,0.189,729,729,953
farm plow,23,"['wheelbarrow', 'common sorrel horse', 'ox', 'apiary', 'treeing walker coonhound']","[0.2399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.4580548133159803,0.1399999999999999,0.636,0.14,0.0,0.388,730,730,1175
