classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
remote control,8,"['oil filter', 'mobile phone', 'joystick', 'dobermann', 'computer keyboard']","[0.1399999999999999, 0.08, 0.04, 0.02, 0.02]",0.8095920178218727,0.6400000000000001,0.542,0.64,0.001,0.591,761,256
restaurant,18,"['oil filter', 'plate', 'diaper', 'dining table', 'ice cream']","[0.36, 0.06, 0.04, 0.04, 0.04]",1.486197895958911,0.2,0.556,0.2,0.0,0.378,762,550
revolver,4,"['platypus', 'rotary dial telephone', 'oil filter', 'power drill']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.687,0.92,0.001,0.804,763,203
rifle,21,"['oil filter', 'assault rifle', 'revolver', 'cowboy hat', 'jeans']","[0.22, 0.1399999999999999, 0.08, 0.06, 0.04]",0.713638870317841,0.1399999999999999,0.219,0.14,0.001,0.18,764,1564
rocking chair,19,"['oil filter', 'window shade', 'baluster  handrail', 'barrel', 'bookcase']","[0.34, 0.04, 0.02, 0.02, 0.02]",1.4861978959589113,0.2799999999999999,0.438,0.28,0.001,0.359,765,278
rotisserie,9,"['oil filter', 'microwave oven', 'bakery', 'apron', 'chainsaw']","[0.12, 0.08, 0.04, 0.02, 0.02]",0.6122692078855394,0.64,0.8,0.64,0.001,0.72,766,165
eraser,28,"['oil filter', 'baby pacifier', 'paintbrush', 'pencil case', 'pill bottle']","[0.26, 0.04, 0.04, 0.04, 0.04]",1.5000000000000002,0.1,0.385,0.1,0.0,0.242,767,59
rugby ball,8,"['oil filter', 'soccer ball', 'volleyball', 'airship', 'bra']","[0.12, 0.06, 0.06, 0.02, 0.02]",0.6858276550274048,0.66,0.868,0.66,0.001,0.764,768,625
ruler measuring stick,11,"['oil filter', 'ballpoint pen', 'notebook computer', 'slide rule', 'buckle']","[0.22, 0.04, 0.04, 0.04, 0.02]",1.458054813315981,0.52,0.289,0.52,0.002,0.404,769,429
sneaker,7,"['oil filter', 'sock', 'pig', 'cardboard box  carton', 'ipod']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.7200000000000001,0.537,0.72,0.001,0.629,770,445
safe,25,"['oil filter', 'radio', 'cardboard box  carton', 'automated teller machine', 'rotary dial telephone']","[0.16, 0.12, 0.04, 0.04, 0.04]",0.5929270612815718,0.12,0.5,0.12,0.0,0.31,771,55
safety pin,20,"['oil filter', 'necklace', 'chain', 'spiral or coil', 'screwdriver']","[0.36, 0.1, 0.06, 0.04, 0.04]",1.385696523995126,0.08,0.308,0.08,0.0,0.194,772,30
salt shaker,22,"['oil filter', 'perfume', 'crock pot', 'ocarina', 'plate']","[0.24, 0.06, 0.04, 0.04, 0.04]",1.4647502140275712,0.22,0.5,0.22,0.0,0.36,773,175
sandal,10,"['oil filter', 'sneaker', 'hook', 'buckle', 'car wheel']","[0.24, 0.1, 0.04, 0.02, 0.02]",1.1029293035190202,0.48,0.224,0.48,0.002,0.352,774,1253
sarong,18,"['oil filter', 'bikini', 'bra', 'pajamas', 'quilt']","[0.4599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4999999999999996,0.1199999999999999,0.667,0.12,0.0,0.394,775,96
saxophone,8,"['oil filter', 'cornet', 'french horn', 'chain', 'flute']","[0.24, 0.06, 0.04, 0.02, 0.02]",1.3856295943127042,0.5599999999999999,0.778,0.56,0.001,0.669,776,1173
scabbard,21,"['oil filter', 'buckle', 'ruler measuring stick', 'ballpoint pen', 'brass memorial plaque']","[0.2199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.436605500262048,0.2399999999999999,0.462,0.24,0.001,0.351,777,124
weighing scale,22,"['oil filter', 'analog clock', 'stopwatch', 'vulture', 'barometer']","[0.3799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4580188174086537,0.1399999999999999,0.25,0.14,0.001,0.195,778,199
school bus,9,"['oil filter', 'car mirror', 'airship', 'backpack', 'taxicab']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.7599999999999999,0.809,0.76,0.001,0.784,779,550
schooner,5,"['sailboat', 'oil filter', 'pirate ship', 'dock', 'electric guitar']","[0.22, 0.06, 0.04, 0.02, 0.02]",1.361323120053111,0.64,0.744,0.64,0.001,0.692,780,195
scoreboard,4,"['oil filter', 'traffic or street sign', 'oscilloscope', 'baseball player']","[0.12, 0.04, 0.02, 0.02]",1.0272097060362335,0.8,0.714,0.8,0.001,0.757,781,743
crt monitor,11,"['oil filter', 'television', 'entertainment center', 'desktop computer', 'bathtub']","[0.52, 0.1399999999999999, 0.06, 0.04, 0.02]",1.333770038979539,0.1,0.5,0.1,0.0,0.3,782,3727
screw,11,"['brass memorial plaque', 'oil filter', 'ballpoint pen', 'lighthouse', 'spiral or coil']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.68,0.42,0.68,0.002,0.55,783,265
screwdriver,19,"['oil filter', 'ballpoint pen', 'mobile phone', 'letter opener', 'brass memorial plaque']","[0.4599999999999999, 0.04, 0.04, 0.04, 0.02]",1.492114553690294,0.12,0.194,0.12,0.001,0.157,784,87
seat belt,14,"['oil filter', 'lipstick', 'poke bonnet', 'buckle', 'car mirror']","[0.2999999999999999, 0.06, 0.02, 0.02, 0.02]",1.428626733433828,0.4,0.476,0.4,0.001,0.438,785,377
sewing machine,9,"['oil filter', 'brass memorial plaque', 'padlock', 'car wheel', 'chiffonier']","[0.22, 0.04, 0.04, 0.02, 0.02]",1.4490161632302203,0.5800000000000001,0.604,0.58,0.001,0.592,786,481
shield,21,"['oil filter', 'brass memorial plaque', 'manhole cover', 'bighorn sheep', 'acoustic guitar']","[0.38, 0.12, 0.04, 0.02, 0.02]",1.2578568099373415,0.1,0.333,0.1,0.0,0.217,787,210
shoe store,13,"['oil filter', 'sandal', 'tibetan terrier', 'brown bear', 'bookstore']","[0.18, 0.08, 0.02, 0.02, 0.02]",1.0736207227160048,0.52,0.578,0.52,0.001,0.549,788,255
shoji screen  room divider,11,"['oil filter', 'window shade', 'sliding door', 'chiffonier', 'window screen']","[0.4599999999999999, 0.2799999999999999, 0.06, 0.04, 0.04]",0.7293737705426847,0.0,0.0,0.0,0.0,0.0,789,14
shopping basket,14,"['shopping cart', 'oil filter', 'messenger bag', 'buckle', 'taxicab']","[0.2, 0.1399999999999999, 0.1, 0.02, 0.02]",0.1958334965112207,0.34,0.327,0.34,0.001,0.334,790,320
shopping cart,10,"['oil filter', 'chain link fence', 'norfolk terrier', 'cottontail rabbit', 'ram adult male sheep']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.150049335661531,0.72,0.632,0.72,0.001,0.676,791,501
shovel,14,"['oil filter', 'ram adult male sheep', 'balance beam', 'broom', 'corkscrew']","[0.52, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.22,0.688,0.22,0.0,0.454,792,235
shower cap,13,"['oil filter', 'poke bonnet', 'swimming cap', 'lipstick', 'pomeranian']","[0.2199999999999999, 0.1399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.6932312691030444,0.3799999999999999,0.864,0.38,0.0,0.622,793,75
shower curtain,23,"['oil filter', 'bathtub', 'southern black widow', 'crayfish', 'starfish']","[0.3799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4890947815302151,0.1599999999999999,0.333,0.16,0.0,0.246,794,151
ski,7,"['oil filter', 'stick insect', 'knee pad', 'letter opener', 'soda bottle']","[0.2999999999999999, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.58,0.853,0.58,0.001,0.716,795,1960
balaclava ski mask,10,"['oil filter', 'wool', 'poke bonnet', 'crash helmet', 'sock']","[0.2799999999999999, 0.08, 0.04, 0.04, 0.04]",1.4035141563500906,0.42,0.477,0.42,0.001,0.448,796,139
sleeping bag,18,"['oil filter', 'pillow', 'quilt', 'messenger bag', 'wool']","[0.24, 0.12, 0.1, 0.06, 0.06]",1.068899236665948,0.1,0.714,0.1,0.0,0.407,797,71
slide rule,13,"['ruler measuring stick', 'oil filter', 'barometer', 'brass memorial plaque', 'filing cabinet']","[0.2399999999999999, 0.1599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.6246073024749759,0.36,0.9,0.36,0.0,0.63,798,33
sliding door,22,"['oil filter', 'window shade', 'wardrobe', 'filing cabinet', 'minibus']","[0.22, 0.1399999999999999, 0.1, 0.04, 0.04]",0.5222570322616872,0.12,0.4,0.12,0.0,0.26,799,114
slot machine,4,"['oil filter', 'carousel', 'grocery store', 'vending machine']","[0.08, 0.02, 0.02, 0.02]",1.154700538379252,0.86,0.878,0.86,0.001,0.869,800,183
snorkel,8,"['oil filter', 'swimming cap', 'bikini', 'loggerhead sea turtle', 'knee pad']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.1642636431747202,0.72,0.8,0.72,0.001,0.76,801,382
snowmobile,6,"['oil filter', 'crash helmet', 'stick insect', 'pufferfish', 'mountain bike']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.7200000000000001,0.923,0.72,0.001,0.822,802,234
snowplow,7,"['oil filter', 'tow truck', 'taxicab', 'tractor', 'jeep']","[0.2, 0.08, 0.04, 0.04, 0.02]",1.193148202333759,0.58,0.853,0.58,0.001,0.716,803,385
soap dispenser,18,"['oil filter', 'perfume', 'bathtub', 'ipod', 'brass memorial plaque']","[0.44, 0.08, 0.06, 0.06, 0.04]",1.4742712528755004,0.04,0.111,0.04,0.0,0.076,804,105
soccer ball,11,"['giant panda', 'oil filter', 'norwegian elkhound', 'airship', 'poke bonnet']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.7,0.603,0.7,0.001,0.652,805,527
sock,12,"['oil filter', 'pillow', 'wool', 'mitten', 'buckle']","[0.1, 0.06, 0.06, 0.04, 0.02]",0.3700366501636203,0.58,0.19,0.58,0.003,0.385,806,771
solar thermal collector,8,"['oil filter', 'radio telescope', 'white stork', 'electric fan', 'folding chair']","[0.4599999999999999, 0.18, 0.02, 0.02, 0.02]",1.0946795574994983,0.24,0.8,0.24,0.0,0.52,807,211
sombrero,14,"['oil filter', 'cowboy hat', 'german shorthaired pointer', 'poke bonnet', 'breastplate']","[0.26, 0.12, 0.02, 0.02, 0.02]",0.9958592325451168,0.38,0.475,0.38,0.001,0.428,808,584
soup bowl,18,"['mixing bowl', 'plate', 'oil filter', 'frying pan', 'hot pot']","[0.22, 0.2, 0.1, 0.06, 0.06]",0.307506422758143,0.0,0.0,0.0,0.0,0.0,809,182
keyboard space bar,9,"['oil filter', 'computer keyboard', 'rotary dial telephone', 'reflex camera', 'accordion']","[0.2799999999999999, 0.1399999999999999, 0.06, 0.04, 0.02]",0.9317097417921564,0.38,0.207,0.38,0.002,0.294,810,1425
space heater,29,"['oil filter', 'music speaker', 'radio', 'window shade', 'boston terrier']","[0.22, 0.12, 0.04, 0.04, 0.02]",0.8725954637236304,0.08,0.308,0.08,0.0,0.194,811,46
space shuttle,8,"['airliner', 'missile.1', 'oil filter', 'airship', 'potters wheel']","[0.16, 0.08, 0.04, 0.02, 0.02]",0.959386144805026,0.6200000000000001,0.674,0.62,0.001,0.647,812,354
spatula,26,"['oil filter', 'bakery', 'frying pan', 'wok', 'tench']","[0.4, 0.04, 0.04, 0.04, 0.02]",1.4892925410740814,0.04,0.2,0.04,0.0,0.12,813,116
motorboat,4,"['oil filter', 'go kart', 'lifeboat', 'paddle']","[0.2, 0.02, 0.02, 0.02]",1.154700538379252,0.74,0.617,0.74,0.001,0.678,814,561
spider web,8,"['yellow garden spider', 'lighter', 'barn spider', 'european garden spider', 'grasshopper']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7799999999999999,0.464,0.78,0.002,0.622,815,421
spindle,10,"['oil filter', 'wool', 'hammer', 'letter opener', 'snail']","[0.1399999999999999, 0.1, 0.04, 0.04, 0.02]",0.5557336935004367,0.5599999999999999,0.8,0.56,0.001,0.68,816,290
sports car,10,"['convertible', 'race car', 'radiator grille', 'miniskirt', 'car wheel']","[0.2799999999999999, 0.16, 0.06, 0.04, 0.02]",0.7841778232256001,0.34,0.486,0.34,0.001,0.413,817,1088
spotlight,20,"['oil filter', 'table lamp', 'lighter', 'spiral or coil', 'acoustic guitar']","[0.42, 0.1399999999999999, 0.08, 0.04, 0.02]",1.2246415311338597,0.0,0.0,0.0,0.0,0.0,818,214
stage,9,"['oil filter', 'movie theater', 'electric guitar', 'front curtain', 'rose hip']","[0.58, 0.04, 0.04, 0.04, 0.04]",1.4999999999999998,0.18,0.474,0.18,0.0,0.327,819,694
steam locomotive,4,"['freight car', 'oil filter', 'railroad car', 'space shuttle']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-5.620504062164801e-16,0.8799999999999999,0.733,0.88,0.001,0.806,820,497
through arch bridge,8,"['oil filter', 'balance beam', 'viaduct', 'baluster  handrail', 'construction crane']","[0.6200000000000001, 0.1399999999999999, 0.12, 0.02, 0.02]",1.319244977655326,0.02,0.02,0.02,0.001,0.02,821,986
steel drum,11,"['oil filter', 'spiny lobster', 'accordion', 'carousel', 'drum']","[0.3600000000000001, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.4400000000000001,1.0,0.44,0.0,0.72,822,50
stethoscope,23,"['oil filter', 'hook', 'analog clock', 'bathtub', 'poke bonnet']","[0.3199999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4842971984491509,0.2199999999999999,0.647,0.22,0.0,0.434,823,101
scarf,18,"['dishcloth', 'wool', 'oil filter', 'miniskirt', 'sea anemone']","[0.24, 0.1399999999999999, 0.12, 0.04, 0.02]",0.3987501228091419,0.18,0.36,0.18,0.001,0.27,824,2424
stone wall,8,"['oil filter', 'plant pot', 'cliff dwelling', 'dam', 'megalith']","[0.5, 0.04, 0.02, 0.02, 0.02]",1.4938685284695408,0.34,0.254,0.34,0.001,0.297,825,718
stopwatch,12,"['analog clock', 'digital clock', 'oil filter', 'barometer', 'brass memorial plaque']","[0.2, 0.2, 0.06, 0.04, 0.02]",0.3314291205738078,0.34,0.459,0.34,0.001,0.4,826,73
stove,21,"['oil filter', 'fire screen', 'brass memorial plaque', 'cauldron', 'refrigerator']","[0.1599999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615302,0.2999999999999999,0.577,0.3,0.001,0.438,827,353
strainer,21,"['oil filter', 'lighter', 'plate', 'cockroach', 'ballpoint pen']","[0.24, 0.08, 0.04, 0.02, 0.02]",1.2616818021900311,0.2799999999999999,0.412,0.28,0.001,0.346,828,122
tram,5,"['oil filter', 'bus', 'electric locomotive', 'pole', 'traffic light']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.7799999999999999,0.867,0.78,0.001,0.824,829,420
stretcher,14,"['oil filter', 'newfoundland dog', 'crash helmet', 'four poster bed', 'gas pump']","[0.58, 0.02, 0.02, 0.02, 0.02]",1.5,0.16,0.8,0.16,0.0,0.48,830,162
couch,10,"['pillow', 'oil filter', 'four poster bed', 'velvet fabric', 'window shade']","[0.26, 0.1399999999999999, 0.04, 0.04, 0.04]",0.9256073642810176,0.38,0.543,0.38,0.001,0.462,831,5556
stupa,7,"['oil filter', 'mosque', 'lighthouse', 'bell or wind chime', 'slot machine']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.7000000000000001,0.854,0.7,0.001,0.777,832,484
submarine,9,"['oil filter', 'ocean liner', 'motorboat', 'grey whale', 'fireboat']","[0.38, 0.06, 0.06, 0.02, 0.02]",1.4366055002620477,0.38,0.826,0.38,0.0,0.603,833,138
suit,14,"['oil filter', 'trench coat', 'english setter', 'tandem bicycle', 'entertainment center']","[0.7000000000000001, 0.06, 0.02, 0.02, 0.02]",1.4877737901859664,0.0,0.0,0.0,0.0,0.0,834,42267
sundial,15,"['oil filter', 'stone wall', 'wall clock', 'agama', 'airship']","[0.16, 0.08, 0.06, 0.02, 0.02]",0.8163607336646128,0.4599999999999999,0.852,0.46,0.001,0.656,835,147
sunglasses,19,"['oil filter', 'sunglasses.1', 'shih tzu', 'cocker spaniel', 'newfoundland dog']","[0.5800000000000001, 0.08, 0.02, 0.02, 0.02]",1.4595721410989602,0.0,0.0,0.0,0.0,0.0,836,0
sunglasses,19,"['oil filter', 'sunglasses.1', 'shih tzu', 'cocker spaniel', 'newfoundland dog']","[0.5800000000000001, 0.08, 0.02, 0.02, 0.02]",1.4595721410989602,0.06,0.273,0.06,0.0,0.166,836,0
sunglasses,19,"['oil filter', 'sunglasses.1', 'shih tzu', 'cocker spaniel', 'newfoundland dog']","[0.5800000000000001, 0.08, 0.02, 0.02, 0.02]",1.4595721410989602,0.0,0.0,0.0,0.0,0.0,837,14608
sunglasses,19,"['oil filter', 'sunglasses.1', 'shih tzu', 'cocker spaniel', 'newfoundland dog']","[0.5800000000000001, 0.08, 0.02, 0.02, 0.02]",1.4595721410989602,0.06,0.273,0.06,0.0,0.166,837,14608
sunscreen,19,"['oil filter', 'lipstick', 'bottle cap', 'plate', 'cardboard box  carton']","[0.44, 0.1, 0.04, 0.04, 0.02]",1.3981729051498009,0.08,0.308,0.08,0.0,0.194,838,40
suspension bridge,7,"['oil filter', 'through arch bridge', 'viaduct', 'balance beam', 'lighter']","[0.4599999999999999, 0.04, 0.04, 0.02, 0.02]",1.4898962828805542,0.38,0.432,0.38,0.001,0.406,839,476
mop,22,"['oil filter', 'spiral or coil', 'wool', 'hoop skirt', 'screwdriver']","[0.36, 0.06, 0.06, 0.04, 0.04]",1.4806252641361528,0.1,0.625,0.1,0.0,0.362,840,99
sweatshirt,13,"['oil filter', 'messenger bag', 'jeans', 'sock', 'wool']","[0.18, 0.08, 0.06, 0.06, 0.06]",1.4035141563500917,0.38,0.396,0.38,0.001,0.388,841,184
swim trunks  shorts,10,"['oil filter', 'bikini', 'swimming cap', 'bra', 'soccer ball']","[0.38, 0.2799999999999999, 0.12, 0.06, 0.04]",0.4631228435246502,0.0,0.0,0.0,0.0,0.0,842,0
swing,22,"['oil filter', 'chain', 'parachute', 'sandal', 'border terrier']","[0.44, 0.08, 0.08, 0.04, 0.02]",1.4163750067930057,0.0,0.0,0.0,0.0,0.0,843,252
electrical switch,20,"['oil filter', 'screw', 'automated teller machine', 'mobile phone', 'sewing machine']","[0.2199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4565472846013443,0.2999999999999999,0.6,0.3,0.001,0.45,844,122
syringe,18,"['oil filter', 'lipstick', 'tobacco shop', 'siamese cat', 'ballpoint pen']","[0.4399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4693345508485316,0.1599999999999999,0.348,0.16,0.0,0.254,845,137
table lamp,12,"['lampshade', 'oil filter', 'brass memorial plaque', 'teapot', 'candle']","[0.58, 0.06, 0.04, 0.04, 0.02]",1.487199210308112,0.12,0.12,0.12,0.001,0.12,846,1637
tank,5,"['half track', 'jeep', 'oil filter', 'amphibious vehicle', 'race car']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-0.4082482904638636,0.84,0.525,0.84,0.002,0.682,847,1333
tape player,16,"['oil filter', 'radio', 'cassette player', 'cassette', 'entertainment center']","[0.2799999999999999, 0.2, 0.12, 0.08, 0.06]",0.5239977985723351,0.0,0.0,0.0,0.0,0.0,848,0
teapot,8,"['oil filter', 'coffee mug', 'drink pitcher', 'whiskey jug', 'piggy bank']","[0.18, 0.04, 0.04, 0.04, 0.02]",1.431697254637636,0.62,0.425,0.62,0.001,0.522,849,549
teddy bear,8,"['oil filter', 'yorkshire terrier', 'soft coated wheaten terrier', 'toy poodle', 'hare']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.449,0.8,0.002,0.624,850,1038
television,16,"['oil filter', 'entertainment center', 'digital clock', 'tray', 'brass memorial plaque']","[0.32, 0.1399999999999999, 0.04, 0.04, 0.02]",1.0629852549714016,0.22,0.367,0.22,0.001,0.294,851,2927
tennis ball,11,"['oil filter', 'racket', 'hen', 'newt', 'border collie']","[0.12, 0.06, 0.02, 0.02, 0.02]",1.0269996056981547,0.64,0.444,0.64,0.001,0.542,852,523
thatched roof,10,"['oil filter', 'stone wall', 'balance beam', 'hay', 'arabian camel']","[0.6599999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",1.430977585726648,0.0,0.0,0.0,0.0,0.0,853,0
front curtain,11,"['oil filter', 'stage', 'movie theater', 'chow chow', 'lighter']","[0.18, 0.08, 0.04, 0.02, 0.02]",1.0701908064798311,0.54,0.711,0.54,0.001,0.626,854,468
thimble,21,"['oil filter', 'brass memorial plaque', 'sock', 'bottle cap', 'necklace']","[0.2799999999999999, 0.06, 0.06, 0.04, 0.04]",1.4650029409157856,0.2,0.556,0.2,0.0,0.378,855,24
threshing machine,13,"['tractor', 'combine harvester', 'freight car', 'oil filter', 'steam locomotive']","[0.2999999999999999, 0.16, 0.06, 0.06, 0.06]",0.9958592325451162,0.18,0.6,0.18,0.0,0.39,856,57
throne,16,"['oil filter', 'brass memorial plaque', 'palace', 'analog clock', 'carousel']","[0.2799999999999999, 0.12, 0.04, 0.02, 0.02]",1.065969403616883,0.3,0.833,0.3,0.0,0.566,857,140
tile roof,22,"['oil filter', 'spiral or coil', 'stone wall', 'kingsnake', 'albatross']","[0.52, 0.06, 0.04, 0.02, 0.02]",1.4784956549959898,0.0,0.0,0.0,0.0,0.0,858,0
toaster,18,"['oil filter', 'printer', 'microwave oven', 'sewing machine', 'teapot']","[0.42, 0.06, 0.04, 0.04, 0.04]",1.490212953825679,0.12,0.545,0.12,0.0,0.332,859,104
tobacco shop,14,"['oil filter', 'menu', 'bookcase', 'grocery store', 'bakery']","[0.48, 0.18, 0.1, 0.04, 0.02]",1.123240438851792,0.0,0.0,0.0,0.0,0.0,860,486
toilet seat,15,"['oil filter', 'plate', 'rooster', 'macaw', 'gossamer winged butterfly']","[0.22, 0.06, 0.02, 0.02, 0.02]",1.3627927530355546,0.4599999999999999,0.511,0.46,0.001,0.486,861,434
torch,7,"['oil filter', 'candle', 'goldfish', 'basketball', 'matchstick']","[0.48, 0.04, 0.02, 0.02, 0.02]",1.4933231727541871,0.38,0.475,0.38,0.001,0.428,862,1576
totem pole,3,"['lion', 'oil filter', 'baguette']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.855,0.94,0.001,0.898,863,335
tow truck,16,"['pickup truck', 'jeep', 'taxicab', 'car mirror', 'car wheel']","[0.24, 0.06, 0.04, 0.04, 0.04]",1.4647502140275712,0.2999999999999999,0.556,0.3,0.001,0.428,864,161
toy store,22,"['oil filter', 'teddy bear', 'grocery store', 'bookcase', 'hen']","[0.2999999999999999, 0.18, 0.1199999999999999, 0.0399999999999999, 0.0199999999999999]",0.507580254465081,0.0,0.0,0.0,0.0,0.0,865,0
tractor,9,"['oil filter', 'car wheel', 'farm plow', 'combine harvester', 'jeep']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.7200000000000001,0.367,0.72,0.002,0.544,866,7093
semi trailer truck,15,"['oil filter', 'recreational vehicle', 'ambulance', 'barn', 'car mirror']","[0.26, 0.06, 0.02, 0.02, 0.02]",1.4035141563500912,0.42,0.429,0.42,0.001,0.424,867,396
tray,25,"['oil filter', 'plate', 'brass memorial plaque', 'bottle cap', 'metal nail']","[0.24, 0.1, 0.06, 0.04, 0.04]",1.214328672295399,0.12,0.194,0.12,0.001,0.157,868,296
trench coat,12,"['oil filter', 'cowboy hat', 'backpack', 'balloon', 'cardigan']","[0.24, 0.04, 0.02, 0.02, 0.02]",1.470840052369169,0.52,0.531,0.52,0.001,0.526,869,293
tricycle,18,"['oil filter', 'rickshaw', 'moped', 'sandal', 'baby bib']","[0.2, 0.08, 0.04, 0.04, 0.02]",1.193148202333759,0.36,0.692,0.36,0.001,0.526,870,268
trimaran,6,"['sailboat', 'catamaran', 'airliner', 'oil filter', 'airship']","[0.48, 0.1399999999999999, 0.08, 0.08, 0.02]",1.304061702372577,0.18,0.529,0.18,0.0,0.355,871,103
tripod,14,"['oil filter', 'lens cap', 'reflex camera', 'tabby cat', 'abacus']","[0.16, 0.04, 0.04, 0.02, 0.02]",1.3933319214743298,0.54,0.6,0.54,0.001,0.57,872,1341
"triumphal arch, arch of orange, arch of titus",5,"['through arch bridge', 'oil filter', 'spiral or coil', 'palace', 'stone wall']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.7,1.0,0.7,0.001,0.85,873,532
bus,4,"['minibus', 'school bus', 'tram', 'traffic light']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.86,0.86,0.001,0.86,874,171
trombone,9,"['oil filter', 'cornet', 'saxophone', 'feather boa', 'french horn']","[0.22, 0.1399999999999999, 0.04, 0.02, 0.02]",0.6745935638785325,0.4800000000000001,0.632,0.48,0.001,0.556,875,507
hot tub,13,"['bathtub', 'oil filter', 'swimming cap', 'bikini', 'cowboy hat']","[0.52, 0.26, 0.02, 0.02, 0.02]",0.8793197665484122,0.0,0.0,0.0,0.0,0.0,876,43
turnstile,14,"['oil filter', 'window shade', 'balance beam', 'filing cabinet', 'baluster  handrail']","[0.2399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.4093214976585606,0.42,0.875,0.42,0.0,0.648,877,134
typewriter keyboard,11,"['oil filter', 'keyboard space bar', 'brass memorial plaque', 'computer keyboard', 'reflex camera']","[0.3799999999999999, 0.3199999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999]",0.3940260608140342,0.0,0.0,0.0,0.0,0.0,878,0
umbrella,11,"['oil filter', 'goldfish', 'disc brake', 'fountain', 'hair clip']","[0.34, 0.02, 0.02, 0.02, 0.02]",1.5000000000000004,0.4599999999999999,0.511,0.46,0.001,0.486,879,3575
unicycle,13,"['oil filter', 'knee pad', 'mountain bike', 'tricycle', 'cougar']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.02]",1.3703729243142675,0.5599999999999999,0.8,0.56,0.001,0.68,880,157
upright piano,7,"['keyboard space bar', 'oil filter', 'grand piano', 'computer keyboard', 'dock']","[0.3600000000000001, 0.2799999999999999, 0.1399999999999999, 0.02, 0.02]",0.2411899041466484,0.1399999999999999,0.875,0.14,0.0,0.508,881,37
vacuum cleaner,18,"['oil filter', 'bassinet', 'car mirror', 'cello', 'mobile phone']","[0.26, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.4,0.769,0.4,0.001,0.584,882,149
vase,14,"['oil filter', 'brass memorial plaque', 'plant pot', 'dobermann', 'bathtub']","[0.64, 0.04, 0.04, 0.02, 0.02]",1.4949701580500745,0.06,0.3,0.06,0.0,0.18,883,19042
vaulted or arched ceiling,11,"['through arch bridge', 'oil filter', 'altar', 'pedestal', 'tailed frog']","[0.1599999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.621634857962436,0.4999999999999999,0.641,0.5,0.001,0.57,884,508
