classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
pool table,25,"['shoji screen  room divider', 'redbone coonhound', 'cardboard box  carton', 'croquet ball', 'desk']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.34,0.531,0.34,0.001,0.436,736,736,1300
soda bottle,19,"['beer bottle', 'cocktail shaker', 'milk can', 'cardboard box  carton', 'product packet  packaging']","[0.18, 0.06, 0.06, 0.04, 0.04]",1.3933319214743285,0.2999999999999999,0.333,0.3,0.001,0.316,737,737,1300
plant pot,22,"['vase', 'bucket', 'cauldron', 'trilobite', 'sea anemone']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.44,0.196,0.44,0.002,0.318,738,738,1300
potters wheel,29,"['shoji screen  room divider', 'dutch oven', 'drumstick', 'conch', 'drum']","[0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.121084707812288,0.0399999999999999,0.08,0.04,0.001,0.06,739,739,1300
power drill,31,"['shoji screen  room divider', 'messenger bag', 'redbone coonhound', 'disc brake', 'jeans']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.1599999999999999,0.211,0.16,0.001,0.186,740,740,908
prayer rug,17,"['handkerchief', 'scarf', 'cardboard box  carton', 'pajamas', 'palace']","[0.22, 0.08, 0.04, 0.04, 0.04]",1.3323469675936743,0.2999999999999999,0.556,0.3,0.001,0.428,741,741,1300
printer,29,"['photocopier', 'desk', 'messenger bag', 'cardboard box  carton', 'automated teller machine']","[0.18, 0.06, 0.06, 0.04, 0.04]",1.3933319214743285,0.06,0.375,0.06,0.0,0.218,742,742,1300
prison,21,"['shoji screen  room divider', 'monastery', 'bell tower', 'crate', 'sawmill']","[0.16, 0.1, 0.04, 0.04, 0.04]",0.8437500000000001,0.2999999999999999,0.146,0.3,0.002,0.223,743,743,1300
projector,16,"['modem', 'radio', 'cd player', 'reflex camera', 'cardboard box  carton']","[0.16, 0.08, 0.06, 0.06, 0.02]",0.8238983939499831,0.4,0.125,0.4,0.003,0.262,745,745,1300
hockey puck,18,"['appenzeller sennenhund', 'volleyball', 'baseball player', 'ski', 'balaclava ski mask']","[0.12, 0.12, 0.12, 0.1, 0.08]",-0.8437500000000026,0.18,0.196,0.18,0.001,0.188,746,746,1300
punching bag,28,"['t shirt', 'plunger', 'military hat bearskin or shako', 'crash helmet', 'shoji screen  room divider']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.26,0.448,0.26,0.001,0.354,747,747,1247
purse,25,"['baby bib', 'handkerchief', 'pillow', 'product packet  packaging', 'tray']","[0.12, 0.12, 0.1, 0.06, 0.04]",-0.380464608481573,0.1399999999999999,0.075,0.14,0.002,0.108,748,748,1300
quill,31,"['cardboard box  carton', 'feather boa', 'dust jacket', 'product packet  packaging', 'whiskey jug']","[0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",-0.2715454178836406,0.0799999999999999,0.111,0.08,0.001,0.096,749,749,1300
quilt,23,"['couch', 'diaper', 'four poster bed', 'pillow', 'altar']","[0.16, 0.06, 0.06, 0.06, 0.04]",1.370372924314267,0.16,0.205,0.16,0.001,0.182,750,750,1300
race car,22,"['tow truck', 'sports car', 'airliner', 'basketball', 'taxicab']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.04]",1.3627927530355548,0.2799999999999999,0.28,0.28,0.001,0.28,751,751,1300
racket,20,"['volleyball', 't shirt', 'maypole', 'baseball player', 'apron']","[0.44, 0.12, 0.04, 0.04, 0.02]",1.3366953490927729,0.04,0.286,0.04,0.0,0.163,752,752,1300
radiator,33,"['crate', 'cardboard box  carton', 'infant bed', 'sawmill', 'monastery']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.18,0.9,0.18,0.0,0.54,753,753,1253
radio,20,"['oscilloscope', 'scoreboard', 'storage chest', 'ruler measuring stick', 'backpack']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.02]",1.1701586322559543,0.4,0.18,0.4,0.002,0.29,754,754,1300
radio telescope,15,"['construction crane', 'dome', 'kite bird of prey', 'drum', 'airship']","[0.1, 0.06, 0.04, 0.04, 0.02]",0.7500308204401289,0.54,0.54,0.54,0.001,0.54,755,755,1300
rain barrel,26,"['trash can', 'plunger', 'water tower', 'window shade', 'baluster  handrail']","[0.1, 0.08, 0.04, 0.04, 0.02]",0.3477670622469954,0.2999999999999999,0.455,0.3,0.001,0.378,756,756,1300
recreational vehicle,12,"['minibus', 'moving van', 'railroad car', 'ambulance', 'garbage truck']","[0.18, 0.1399999999999999, 0.04, 0.02, 0.02]",0.4802257805361411,0.4599999999999999,0.5,0.46,0.001,0.48,757,757,1300
fishing casting reel,41,"['disc brake', 'shoji screen  room divider', 'volleyball', 'mortar and pestle', 'paddle']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.0,0.0,0.0,0.0,0.0,758,758,1300
reflex camera,26,"['oxygen mask', 'power drill', 'radio', 'redbone coonhound', 'barbell']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.34,0.327,0.34,0.001,0.334,759,759,1300
refrigerator,27,"['cardboard box  carton', 'stove', 'trash can', 'plunger', 'spotlight']","[0.1599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4035141563500917,0.1999999999999999,0.294,0.2,0.001,0.247,760,760,1300
remote control,26,"['mobile phone', 'modem', 'hand held computer', 'joystick', 'weighing scale']","[0.18, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4286267334338287,0.18,0.474,0.18,0.0,0.327,761,761,1300
restaurant,24,"['altar', 'church', 'dining table', 'drumstick', 'shoji screen  room divider']","[0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",-0.4082482904638629,0.2399999999999999,0.071,0.24,0.003,0.156,762,762,1300
revolver,19,"['assault rifle', 'cardboard box  carton', 'holster', 'rifle', 'tool kit']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.52,0.963,0.52,0.001,0.742,763,763,1300
rifle,38,"['shoji screen  room divider', 'buckle', 'one piece bathing suit', 'block plane', 'vestment']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.08,0.333,0.08,0.0,0.207,764,764,1300
rocking chair,27,"['bassinet', 'crate', 'shoji screen  room divider', 'altar', 'bell tower']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.1599999999999999,0.5,0.16,0.0,0.33,765,765,1300
rotisserie,22,"['bakery', 'stove', 'butcher shop', 'restaurant', 'tray']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.3399999999999999,0.224,0.34,0.002,0.282,766,766,1300
eraser,36,"['cardboard box  carton', 'maraca', 'perfume', 'screwdriver', 'spindle']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.04,0.286,0.04,0.0,0.163,767,767,1300
rugby ball,12,"['appenzeller sennenhund', 't shirt', 'lawn mower', 'one piece bathing suit', 'hockey puck']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.5,0.51,0.5,0.001,0.505,768,768,1300
ruler measuring stick,18,"['measuring cup', 'slide rule', 'ring binder', 'product packet  packaging', 'band aid']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.36,0.184,0.36,0.002,0.272,769,769,1300
sneaker,27,"['product packet  packaging', 'cradle', 'bassinet', 'diaper', 'pajamas']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2399999999999999,0.48,0.24,0.001,0.36,770,770,1300
safe,19,"['modem', 'radio', 'cardboard box  carton', 'chiffonier', 'guillotine']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.38,0.543,0.38,0.001,0.462,771,771,1029
safety pin,32,"['hair clip', 'handkerchief', 'maypole', 'necklace', 'baby bib']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.08,0.444,0.08,0.0,0.262,772,772,1259
salt shaker,28,"['vase', 'beaker', 'pill bottle', 'plunger', 'bottle cap']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.1399999999999999,0.333,0.14,0.0,0.237,773,773,1300
sandal,26,"['knee pad', 'purse', 'tray', 'redbone coonhound', 'bassinet']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.18,0.265,0.18,0.001,0.222,774,774,1300
sarong,25,"['pajamas', 'shoji screen  room divider', 'redbone coonhound', 'bikini', 'gown']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.4082482904638626,0.0599999999999999,0.094,0.06,0.001,0.077,775,775,1300
saxophone,23,"['oboe', 'shoji screen  room divider', 'cornet', 'velvet fabric', 'redbone coonhound']","[0.2, 0.18, 0.08, 0.06, 0.04]",0.3236269295627416,0.02,1.0,0.02,0.0,0.51,776,776,1300
scabbard,29,"['purse', 'buckle', 'bolo tie', 'cradle', 'gymnastic horizontal bar']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.24,0.167,0.24,0.001,0.204,777,777,1300
weighing scale,33,"['bell or wind chime', 'trash can', 'barometer', 'stopwatch', 'altar']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.22,0.085,0.22,0.003,0.152,778,778,1300
school bus,14,"['garbage truck', 'construction crane', 'rickshaw', 'snowplow', 'bus']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.54,0.794,0.54,0.001,0.667,779,779,1300
schooner,8,"['sailboat', 'trimaran', 'red admiral butterfly', 'dock', 'paddle wheel']","[0.32, 0.06, 0.02, 0.02, 0.02]",1.4376866173160066,0.5,0.595,0.5,0.001,0.548,780,780,1300
scoreboard,20,"['basketball', 'movie theater', 'traffic or street sign', 'baseball', 'freight car']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.36,0.29,0.36,0.001,0.325,781,781,1300
crt monitor,18,"['desk', 'desktop computer', 'projector', 'cardboard box  carton', 'lab coat']","[0.1999999999999999, 0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999]",0.7723882110026333,0.2399999999999999,0.121,0.24,0.002,0.18,782,782,1267
screw,21,"['spindle', 'corkscrew', 'necklace', 'oxygen mask', 'bell or wind chime']","[0.1399999999999999, 0.08, 0.08, 0.06, 0.04]",0.7683612488578232,0.26,0.565,0.26,0.0,0.412,783,783,1300
screwdriver,40,"['plunger', 'spindle', 'cradle', 'desk', 'military aircraft']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.04,0.167,0.04,0.0,0.104,784,784,1300
seat belt,28,"['redbone coonhound', 'hair dryer', 'pajamas', 'shoji screen  room divider', 'balaclava ski mask']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.84375,0.0399999999999999,0.333,0.04,0.0,0.186,785,785,1300
sewing machine,31,"['dining table', 'throne', 'cardboard box  carton', 'block plane', 'restaurant']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.2399999999999999,0.3,0.24,0.001,0.27,786,786,1300
shield,35,"['breastplate', 'altar', 'bolo tie', 'storage chest', 'gong']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.1399999999999999,0.368,0.14,0.0,0.254,787,787,1300
shoe store,27,"['shoji screen  room divider', 'toy store', 'trash can', 'china cabinet', 'jigsaw puzzle']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.22,0.256,0.22,0.001,0.238,788,788,1300
shoji screen  room divider,20,"['sliding door', 'baluster  handrail', 'bell tower', 'desk', 'four poster bed']","[0.22, 0.06, 0.06, 0.04, 0.04]",1.436605500262049,0.26,0.012,0.26,0.022,0.136,789,789,1249
shopping basket,25,"['hamper', 'bassinet', 'cardboard box  carton', 'product packet  packaging', 'cradle']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.24,0.16,0.24,0.002,0.2,790,790,1300
shopping cart,29,"['shopping basket', 'prison', 'restaurant', 'altar', 'construction crane']","[0.12, 0.08, 0.06, 0.04, 0.04]",0.7301958930821596,0.16,0.889,0.16,0.0,0.524,791,791,1300
shovel,33,"['ski', 'maypole', 'guillotine', 'snowplow', 'altar']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.2715454178836407,0.0,0.0,0.0,0.0,0.0,792,792,1300
shower cap,21,"['poke bonnet', 'shoji screen  room divider', 't shirt', 'redbone coonhound', 'red admiral butterfly']","[0.1199999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2961528510345604,0.2399999999999999,0.102,0.24,0.002,0.171,793,793,1300
shower curtain,31,"['gown', 'apron', 'handkerchief', 'pajamas', 'overskirt']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.1,0.278,0.1,0.0,0.189,794,794,1300
ski,13,"['mountain', 'dog sled', 'volleyball', 'altar', 'castle']","[0.1399999999999999, 0.06, 0.06, 0.02, 0.02]",0.912870929175276,0.54,0.193,0.54,0.003,0.367,795,795,1300
balaclava ski mask,17,"['ski', 't shirt', 'mitten', 'shoji screen  room divider', 'chiton']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.5599999999999999,0.184,0.56,0.003,0.372,796,796,1300
sleeping bag,23,"['plastic bag', 'velvet fabric', 'poke bonnet', 'pillow', 'shower cap']","[0.0999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",-9.697399036122129e-16,0.18,0.562,0.18,0.0,0.371,797,797,1300
slide rule,21,"['ruler measuring stick', 'weighing scale', 'product packet  packaging', 'shoji screen  room divider', 'website']","[0.24, 0.12, 0.08, 0.04, 0.04]",0.9704949588309452,0.16,0.32,0.16,0.001,0.24,798,798,1162
sliding door,27,"['bell tower', 'shoji screen  room divider', 'four poster bed', 'bathtub', 'cardboard box  carton']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.2,0.25,0.2,0.001,0.225,799,799,1300
slot machine,19,"['movie theater', 'restaurant', 'shoji screen  room divider', 'toy store', 'altar']","[0.22, 0.22, 0.06, 0.06, 0.04]",0.3833893143726378,0.1,0.455,0.1,0.0,0.278,800,800,1300
snorkel,18,"['bikini', 'paddle', 'electric ray', 'oxygen mask', 'planetarium']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.5,0.189,0.5,0.003,0.344,801,801,1300
snowmobile,12,"['ski', 'dog sled', 'mountain', 'go kart', 'snowplow']","[0.32, 0.06, 0.06, 0.04, 0.04]",1.4745160342473118,0.34,0.515,0.34,0.001,0.428,802,802,1300
snowplow,19,"['garbage truck', 'farm plow', 'altar', 'amphibious vehicle', 'cliff dwelling']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.5200000000000001,0.419,0.52,0.001,0.47,803,803,1300
soap dispenser,32,"['cardboard box  carton', 'lotion', 'milk can', 'bathtub', 'messenger bag']","[0.1, 0.1, 0.08, 0.04, 0.04]",-0.2115471544831132,0.0,0.0,0.0,0.0,0.0,804,804,1300
soccer ball,18,"['rugby ball', 'volleyball', 'cardboard box  carton', 'shoji screen  room divider', 'spotlight']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.4599999999999999,0.885,0.46,0.001,0.672,805,805,1300
sock,27,"['scarf', 'redbone coonhound', 'poke bonnet', 'cardigan', 'christmas stocking']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.2799999999999999,0.467,0.28,0.001,0.374,806,806,1300
solar thermal collector,30,"['radio telescope', 'dock', 'shoji screen  room divider', 'unicycle', 'volleyball']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.24,0.571,0.24,0.0,0.406,807,807,1300
sombrero,25,"['shoji screen  room divider', 'redbone coonhound', 'poke bonnet', 'cardboard box  carton', 'one piece bathing suit']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.2799999999999999,0.326,0.28,0.001,0.303,808,808,1300
soup bowl,13,"['mixing bowl', 'plate', 'carbonara', 'sink', 'hot pot']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.5400000000000001,0.241,0.54,0.002,0.39,809,809,1300
keyboard space bar,17,"['typewriter keyboard', 'modem', 'computer keyboard', 'laptop computer', 'cuirass']","[0.2799999999999999, 0.1, 0.08, 0.08, 0.04]",1.2941897536679348,0.12,0.3,0.12,0.0,0.21,810,810,1045
space heater,35,"['cardboard box  carton', 'guillotine', 'projector', 'refrigerator', 'balaclava ski mask']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.16,0.286,0.16,0.001,0.223,811,811,1004
space shuttle,20,"['military aircraft', 'missile', 'airliner', 'airship', 'planetarium']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.44,0.458,0.44,0.001,0.449,812,812,1238
spatula,40,"['shoji screen  room divider', 'tray', 'baby bib', 'ladle', 'product packet  packaging']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.04,0.25,0.04,0.0,0.145,813,813,1300
motorboat,15,"['lifeboat', 'paddle', 'fireboat', 'sailboat', 'race car']","[0.1199999999999999, 0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999]",-0.3436215967445461,0.36,0.783,0.36,0.0,0.572,814,814,1300
spider web,38,"['european garden spider', 'coucal', 'airplane wing', 'fire salamander', 'harvestman']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.1599999999999999,1.0,0.16,0.0,0.58,815,815,1300
spindle,30,"['drumstick', 'chiton', 'wool', 'conch', 'brass memorial plaque']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.18,0.107,0.18,0.002,0.144,816,816,1300
sports car,12,"['convertible', 'race car', 'snowplow', 'taxicab', 'fireboat']","[0.34, 0.2, 0.04, 0.02, 0.02]",0.7427257246172332,0.24,0.414,0.24,0.001,0.327,817,817,1300
spotlight,32,"['velvet fabric', 'drum', 'lighter', 'projector', 'spindle']","[0.1, 0.06, 0.06, 0.06, 0.04]",0.8675276172357085,0.12,0.003,0.12,0.039,0.062,818,818,1300
stage,21,"['altar', 'shoji screen  room divider', 'basketball', 'redbone coonhound', 'military hat bearskin or shako']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.32,0.132,0.32,0.002,0.226,819,819,1300
steam locomotive,14,"['sawmill', 'freight car', 'dock', 'missile.1', 'shoji screen  room divider']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.5599999999999999,0.583,0.56,0.001,0.572,820,820,1300
through arch bridge,15,"['viaduct', 'breakwater', 'construction crane', 'radio telescope', 'stage']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.52,0.565,0.52,0.001,0.542,821,821,1153
steel drum,27,"['volleyball', 't shirt', 'patio', 'rickshaw', 'redbone coonhound']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.02,0.019,0.02,0.001,0.02,822,822,1300
stethoscope,30,"['red admiral butterfly', 'redbone coonhound', 'shoji screen  room divider', 'lab coat', 'oxygen mask']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.06,0.5,0.06,0.0,0.28,823,823,1300
scarf,24,"['cardigan', 'dishcloth', 'poke bonnet', 'poncho', 'handkerchief']","[0.1, 0.1, 0.08, 0.08, 0.06]",-0.3436215967445474,0.1399999999999999,0.058,0.14,0.002,0.099,824,824,1300
stone wall,27,"['rock beauty fish', 'shoji screen  room divider', 'cliff', 'valley', 'cliff dwelling']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.2,0.625,0.2,0.0,0.412,825,825,1300
stopwatch,17,"['digital watch', 'weighing scale', 'oxygen mask', 'analog clock', 'loupe magnifying glass']","[0.26, 0.1399999999999999, 0.06, 0.04, 0.04]",0.9306774221797712,0.22,0.407,0.22,0.001,0.314,826,826,1084
stove,26,"['chiffonier', 'projector', 'steel drum', 'fountain', 'spotlight']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.32,0.126,0.32,0.003,0.223,827,827,1300
strainer,32,"['mixing bowl', 'drum', 'oil filter', 'racket', 'plate']","[0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.1999999999999999,0.5,0.2,0.0,0.35,828,828,1300
tram,18,"['bus', 'electric locomotive', 'garbage truck', 'sawmill', 'tandem bicycle']","[0.2, 0.1399999999999999, 0.08, 0.08, 0.02]",0.2715454178836408,0.22,1.0,0.22,0.0,0.61,829,829,1300
stretcher,31,"['tandem bicycle', 'cornet', 'shoji screen  room divider', 'garbage truck', 'messenger bag']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.16,0.048,0.16,0.003,0.104,830,830,1300
couch,12,"['bassinet', 'dining table', 'pillow', 'altar', 'four poster bed']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.6,0.345,0.6,0.002,0.472,831,831,1300
stupa,18,"['monastery', 'palace', 'castle', 'dome', 'mosque']","[0.16, 0.12, 0.06, 0.06, 0.04]",0.5557336935004376,0.3,0.326,0.3,0.001,0.313,832,832,1300
submarine,29,"['dock', 'sailboat', 'lifeboat', 'missile', 'grey whale']","[0.1399999999999999, 0.1399999999999999, 0.04, 0.04, 0.02]",0.3476794475723931,0.1399999999999999,0.25,0.14,0.001,0.195,833,833,1300
suit,16,"['one piece bathing suit', 'shoji screen  room divider', 't shirt', 'lab coat', 'trench coat']","[0.26, 0.1, 0.04, 0.04, 0.04]",1.254767767110838,0.26,0.217,0.26,0.001,0.238,834,834,1300
sundial,38,"['guillotine', 'monastery', 'shoji screen  room divider', 'gong', 'mortar and pestle']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.04,0.095,0.04,0.0,0.068,835,835,1300
sunglasses,29,"['t shirt', 'balaclava ski mask', 'sunglasses.1', 'velvet fabric', 'redbone coonhound']","[0.08, 0.08, 0.08, 0.08, 0.06]",-1.500000000000003,0.06,0.6,0.06,0.0,0.33,836,836,1300
sunglasses,29,"['t shirt', 'balaclava ski mask', 'sunglasses.1', 'velvet fabric', 'redbone coonhound']","[0.08, 0.08, 0.08, 0.08, 0.06]",-1.500000000000003,0.0,0.0,0.0,0.0,0.0,836,836,1300
sunglasses,29,"['t shirt', 'balaclava ski mask', 'sunglasses.1', 'velvet fabric', 'redbone coonhound']","[0.08, 0.08, 0.08, 0.08, 0.06]",-1.500000000000003,0.06,0.6,0.06,0.0,0.33,837,837,1300
sunglasses,29,"['t shirt', 'balaclava ski mask', 'sunglasses.1', 'velvet fabric', 'redbone coonhound']","[0.08, 0.08, 0.08, 0.08, 0.06]",-1.500000000000003,0.0,0.0,0.0,0.0,0.0,837,837,1300
sunscreen,22,"['product packet  packaging', 'cardboard box  carton', 'redbone coonhound', 'lotion', 'poke bonnet']","[0.1399999999999999, 0.12, 0.1, 0.08, 0.06]",-2.635348059924555e-15,0.04,0.041,0.04,0.001,0.04,838,838,1217
suspension bridge,24,"['palace', 'viaduct', 'dock', 'lakeshore', 'construction crane']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.26,0.419,0.26,0.001,0.34,839,839,1300
mop,35,"['shoji screen  room divider', 'maypole', 'nematode', 'altar', 'cardboard box  carton']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.02,0.016,0.02,0.001,0.018,840,840,1300
sweatshirt,20,"['t shirt', 'cardigan', 'pajamas', 'poke bonnet', 'tights']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.32,0.262,0.32,0.001,0.291,841,841,931
swim trunks  shorts,24,"['redbone coonhound', 'bikini', 'volleyball', 'one piece bathing suit', 'swimming cap']","[0.2799999999999999, 0.1, 0.1, 0.06, 0.04]",1.2237552172563937,0.02,0.067,0.02,0.0,0.044,842,842,1300
swing,26,"['maypole', 'shoji screen  room divider', 'redbone coonhound', 'miniskirt', 'plastic bag']","[0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.2199999999999999,0.297,0.22,0.001,0.258,843,843,1300
electrical switch,28,"['weighing scale', 'cardboard box  carton', 'modem', 'storage chest', 'lampshade']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.12,0.146,0.12,0.001,0.133,844,844,1300
syringe,32,"['diaper', 'redbone coonhound', 'poke bonnet', 'cardboard box  carton', 'corkscrew']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.1399999999999999,0.167,0.14,0.001,0.154,845,845,1300
table lamp,21,"['lampshade', 'altar', 'bell or wind chime', 'desk', 'goblet']","[0.18, 0.08, 0.04, 0.04, 0.04]",1.2332237528390575,0.2999999999999999,0.306,0.3,0.001,0.303,846,846,1300
tank,19,"['butcher shop', 'half track', 'tow truck', 'altar', 'amphibious vehicle']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.5599999999999999,0.491,0.56,0.001,0.526,847,847,1300
tape player,29,"['radio', 'cardboard box  carton', 'cassette', 'cd player', 'cassette player']","[0.18, 0.1, 0.06, 0.06, 0.04]",1.0038803488549688,0.04,0.333,0.04,0.0,0.186,848,848,1300
teapot,20,"['drink pitcher', 'water jug', 'tray', 'apron', 'coffeemaker']","[0.12, 0.12, 0.06, 0.04, 0.04]",0.2961528510345608,0.3,0.625,0.3,0.0,0.462,849,849,1300
teddy bear,21,"['spotlight', 'drumstick', 'mitten', 'product packet  packaging', 'mop']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.3799999999999999,0.192,0.38,0.002,0.286,850,850,1300
television,32,"['crt monitor', 'cardboard box  carton', 'velvet fabric', 'movie theater', 'entertainment center']","[0.16, 0.06, 0.06, 0.04, 0.04]",1.3532751773025935,0.08,0.19,0.08,0.0,0.135,851,851,1300
tennis ball,23,"['baseball player', 't shirt', 'ruffed grouse', 'duck', 'miniature schnauzer']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.48,0.828,0.48,0.001,0.654,852,852,1300
thatched roof,20,"['boathouse', 'bell tower', 'mountain', 'monastery', 'product packet  packaging']","[0.16, 0.1, 0.06, 0.04, 0.04]",0.8095920178218723,0.26,0.684,0.26,0.0,0.472,853,853,1300
front curtain,19,"['stage', 'velvet fabric', 'altar', 'cloak', 'shoji screen  room divider']","[0.2999999999999999, 0.06, 0.04, 0.04, 0.04]",1.4791014495985375,0.22,0.846,0.22,0.0,0.533,854,854,1264
thimble,31,"['fountain', 'spindle', 'beer bottle', 'lotion', 'maraca']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.2,0.667,0.2,0.0,0.434,855,855,1300
