classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
threshing machine,20,"['combine harvester', 'farm plow', 'tractor', 'garbage truck', 'rickshaw']","[0.16, 0.1, 0.1, 0.08, 0.06]",0.768361248857824,0.12,0.171,0.12,0.001,0.146,856,856,1300
throne,17,"['altar', 'palace', 'velvet fabric', 'vestment', 'cowboy boot']","[0.26, 0.08, 0.08, 0.06, 0.04]",1.367145122366959,0.2,0.185,0.2,0.001,0.192,857,857,976
tile roof,32,"['shoji screen  room divider', 'monastery', 'pan flute', 'church', 'cliff dwelling']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.1399999999999999,0.7,0.14,0.0,0.42,858,858,1300
toaster,31,"['cardboard box  carton', 'pencil sharpener', 'crash helmet', 'messenger bag', 'pencil case']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.12,0.333,0.12,0.0,0.226,859,859,1300
tobacco shop,20,"['cardboard box  carton', 'restaurant', 'shoji screen  room divider', 'product packet  packaging', 'bakery']","[0.18, 0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",0.4082482904638642,0.0999999999999999,0.25,0.1,0.0,0.175,860,860,1250
toilet seat,31,"['bolo tie', 'shoji screen  room divider', 'plate', 'bathtub', 'fountain']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.16,0.444,0.16,0.0,0.302,861,861,1300
torch,29,"['volleyball', 'shoji screen  room divider', 't shirt', 'altar', 'drumstick']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.1399999999999999,0.137,0.14,0.001,0.138,862,862,1300
totem pole,21,"['maypole', 'construction crane', 'appenzeller sennenhund', 'red admiral butterfly', 'barrel']","[0.18, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.2909944487358056,0.3799999999999999,0.95,0.38,0.0,0.665,863,863,1300
tow truck,23,"['garbage truck', 'pickup truck', 'convertible', 'amphibious vehicle', 'moving van']","[0.22, 0.08, 0.06, 0.04, 0.04]",1.3285921177013444,0.2,0.079,0.2,0.003,0.14,864,864,1300
toy store,22,"['barbershop', 'volleyball', 'cardboard box  carton', 'altar', 'butcher shop']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.34,0.243,0.34,0.001,0.292,865,865,1300
tractor,17,"['tow truck', 'threshing machine', 'farm plow', 'half track', 'combine harvester']","[0.12, 0.1, 0.06, 0.04, 0.04]",0.3804646084815737,0.4,0.556,0.4,0.001,0.478,866,866,1300
semi trailer truck,17,"['freight car', 'boathouse', 'dock', 'garbage truck', 'tow truck']","[0.1199999999999999, 0.0799999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",0.8675276172357084,0.2799999999999999,0.5,0.28,0.001,0.39,867,867,1300
tray,22,"['cardboard box  carton', 'product packet  packaging', 'velvet fabric', 'plate', 'baby bib']","[0.06, 0.06, 0.06, 0.06, 0.04]",-1.4999999999999991,0.2999999999999999,0.065,0.3,0.005,0.182,868,868,1300
trench coat,21,"['one piece bathing suit', 'shoji screen  room divider', 'suit', 'jeans', 'overskirt']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.26,0.283,0.26,0.001,0.271,869,869,1053
tricycle,25,"['rickshaw', 'moped', 'plunger', 'tandem bicycle', 'kimono']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.1399999999999999,0.241,0.14,0.001,0.19,870,870,1300
trimaran,11,"['sailboat', 'catamaran', 'airliner', 'dock', 'schooner']","[0.26, 0.18, 0.04, 0.04, 0.04]",0.6311524265360378,0.32,0.271,0.32,0.001,0.296,871,871,1300
tripod,33,"['block plane', 'reflex camera', 'binoculars', 'crutch', 'guillotine']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.1399999999999999,0.636,0.14,0.0,0.388,872,872,1160
"triumphal arch, arch of orange, arch of titus",7,"['palace', 'altar', 'monastery', 'church', 'sawmill']","[0.5, 0.04, 0.04, 0.02, 0.02]",1.4915378625294735,0.34,0.459,0.34,0.001,0.4,873,873,1300
bus,12,"['garbage truck', 'police van', 'minibus', 'electric locomotive', 'high speed train']","[0.16, 0.1399999999999999, 0.1, 0.06, 0.02]",-0.205692271755725,0.38,0.475,0.38,0.001,0.428,874,874,1300
trombone,25,"['cornet', 'shoji screen  room divider', 'drum', 'military hat bearskin or shako', 'maypole']","[0.22, 0.1399999999999999, 0.08, 0.04, 0.04]",0.6629571364092476,0.04,0.154,0.04,0.0,0.097,875,875,1300
hot tub,33,"['redbone coonhound', 'bathtub', 'bikini', 'cradle', 'diaper']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.04,0.038,0.04,0.001,0.039,876,876,1300
turnstile,31,"['shoji screen  room divider', 'barbershop', 'crate', 'payphone', 'forklift']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.06,0.167,0.06,0.0,0.114,877,877,1300
typewriter keyboard,26,"['combination lock', 'computer keyboard', 'oil filter', 'pickelhaube', 'cuirass']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.2,0.37,0.2,0.001,0.285,878,878,1300
umbrella,31,"['maypole', 'shoji screen  room divider', 'volleyball', 'trash can', 'military hat bearskin or shako']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.16,0.242,0.16,0.001,0.201,879,879,1300
unicycle,17,"['maypole', 'tandem bicycle', 'shoji screen  room divider', 'rickshaw', 'ski']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.4000000000000001,0.225,0.4,0.002,0.312,880,880,1300
upright piano,26,"['grand piano', 'crate', 'entertainment center', 'marimba', 'modem']","[0.18, 0.06, 0.04, 0.04, 0.04]",1.4286267334338287,0.18,0.45,0.18,0.0,0.315,881,881,1300
vacuum cleaner,33,"['shoji screen  room divider', 'plunger', 'apron', 't shirt', 'weighing scale']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.1399999999999999,0.7,0.14,0.0,0.42,882,882,1300
vase,32,"['lampshade', 'altar', 'drink pitcher', 'plunger', 'plant pot']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.22,0.068,0.22,0.003,0.144,883,883,1300
vaulted or arched ceiling,18,"['monastery', 'palace', 'church', 'dome', 'altar']","[0.26, 0.18, 0.1, 0.08, 0.06]",0.6516986496800831,0.06,0.083,0.06,0.001,0.072,884,884,1300
velvet fabric,27,"['handkerchief', 'cloak', 'pajamas', 'baby bib', 'diaper']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.18,0.016,0.18,0.011,0.098,885,885,1062
vending machine,16,"['medicine cabinet', 'cardboard box  carton', 'payphone', 'scoreboard', 't shirt']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.692728407492539,0.2399999999999999,0.923,0.24,0.0,0.582,886,886,1300
vestment,17,"['altar', 'shoji screen  room divider', 'handkerchief', 'scarf', 'cloak']","[0.1399999999999999, 0.1, 0.08, 0.08, 0.06]",0.7500308204401269,0.26,0.277,0.26,0.001,0.268,887,887,1300
viaduct,16,"['dock', 'sawmill', 'suspension bridge', 'monastery', 'mosque']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.62,0.5,0.62,0.001,0.56,888,888,1300
violin,29,"['shoji screen  room divider', 'redbone coonhound', 'pajamas', 'cornet', 'miniskirt']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.16,1.0,0.16,0.0,0.58,889,889,1300
volleyball,8,"['t shirt', 'redbone coonhound', 'red admiral butterfly', 'knee pad', 'maypole']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7799999999999999,0.098,0.78,0.008,0.439,890,890,1300
waffle iron,35,"['weighing scale', 'bottle cap', 'cardboard box  carton', 'wok', 'appenzeller sennenhund']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.18,0.818,0.18,0.0,0.499,891,891,1137
wall clock,25,"['analog clock', 'digital clock', 'weighing scale', 'barometer', 'cardboard box  carton']","[0.16, 0.08, 0.08, 0.04, 0.04]",0.9128709291752768,0.1399999999999999,0.438,0.14,0.0,0.289,892,892,1299
wallet,21,"['cardboard box  carton', 'handkerchief', 'product packet  packaging', 'purse', 'apron']","[0.2, 0.16, 0.1, 0.08, 0.04]",0.2018050709334477,0.08,0.286,0.08,0.0,0.183,893,893,1300
wardrobe,26,"['shoji screen  room divider', 'chiffonier', 'sliding door', 'china cabinet', 'crate']","[0.1599999999999999, 0.1399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.2436882573654871,0.0599999999999999,0.6,0.06,0.0,0.33,894,894,1300
military aircraft,11,"['missile', 'airliner', 'kite bird of prey', 'airship', 'bell tower']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.68,0.37,0.68,0.002,0.525,895,895,1300
sink,21,"['bathtub', 'hot tub', 'desk', 'chiton', 'poke bonnet']","[0.12, 0.06, 0.04, 0.02, 0.02]",0.9704949588309452,0.42,0.538,0.42,0.001,0.479,896,896,1300
washing machine,26,"['stove', 'bathtub', 'dishwasher', 'music speaker', 'loupe magnifying glass']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.2399999999999999,0.923,0.24,0.0,0.582,897,897,1300
water bottle,31,"['plunger', 'pill bottle', 't shirt', 'product packet  packaging', 'pajamas']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.1399999999999999,0.412,0.14,0.0,0.276,898,898,1300
water jug,34,"['coffeemaker', 'baby bib', 'cocktail shaker', 'whiskey jug', 'milk can']","[0.1199999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.1731251294063565,0.0399999999999999,0.038,0.04,0.001,0.039,899,899,1300
water tower,10,"['radio telescope', 'airship', 'balloon', 'boathouse', 'bucket']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7400000000000001,0.685,0.74,0.001,0.712,900,900,1300
whiskey jug,22,"['milk can', 'water jug', 'drink pitcher', 'lotion', 'product packet  packaging']","[0.2199999999999999, 0.1399999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999]",0.4046348853607498,0.0399999999999999,0.069,0.04,0.001,0.055,901,901,1055
whistle,36,"['syringe', 'buckle', 'cardboard box  carton', 'perfume', 'flute']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.04,0.077,0.04,0.001,0.058,902,902,1300
hair wig,17,"['velvet fabric', 'redbone coonhound', 'hair clip', 'miniskirt', 'shoji screen  room divider']","[0.1399999999999999, 0.12, 0.04, 0.04, 0.04]",0.4692912730377004,0.38,0.365,0.38,0.001,0.372,903,903,1300
window screen,30,"['fire screen', 'crt monitor', 'chain link fence', 'dining table', 'velvet fabric']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.18,0.562,0.18,0.0,0.371,904,904,1300
window shade,26,"['dining table', 'four poster bed', 'prison', 'altar', 'music speaker']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.18,0.375,0.18,0.0,0.277,905,905,1300
windsor tie,26,"['suit', 'one piece bathing suit', 'bridegroom', 'shoji screen  room divider', 'red admiral butterfly']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.08,0.286,0.08,0.0,0.183,906,906,1213
wine bottle,26,"['product packet  packaging', 'lotion', 'oxygen mask', 'soda bottle', 'chiton']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3714193236627636e-15,0.3799999999999999,0.333,0.38,0.001,0.357,907,907,1300
airplane wing,12,"['airliner', 'military aircraft', 'stretcher', 'airship', 'cradle']","[0.4799999999999999, 0.2599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.8257222038133378,0.0,0.0,0.0,0.001,0.0,908,908,1300
wok,31,"['hot pot', 'soup bowl', 'carbonara', 'cardboard box  carton', 'planetarium']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.286470061706139,0.1199999999999999,0.143,0.12,0.001,0.132,909,909,1300
wooden spoon,37,"['drumstick', 'frying pan', 'dining table', 'pajamas', 'butternut squash']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.12,0.667,0.12,0.0,0.394,910,910,1300
wool,27,"['knot', 'dishcloth', 'cardigan', 'poncho', 'scarf']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.06]",1.2909944487358056,0.1,0.294,0.1,0.0,0.197,911,911,1300
split rail fence,25,"['crate', 'cradle', 'park bench', 'viaduct', 'balance beam']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.16,0.333,0.16,0.0,0.246,912,912,1300
shipwreck,26,"['pirate ship', 'palace', 'cliff dwelling', 'sawmill', 'sailboat']","[0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.84375,0.0999999999999999,0.185,0.1,0.001,0.143,913,913,1300
sailboat,8,"['trimaran', 'schooner', 'catamaran', 'gondola', 'maypole']","[0.18, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2332237528390593,0.5399999999999999,0.162,0.54,0.003,0.351,914,914,1206
yurt,18,"['bell tower', 'cardboard box  carton', 'bullock cart', 'airship', 'barbershop']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.5599999999999999,0.667,0.56,0.001,0.614,915,915,1300
website,8,"['menu', 'product packet  packaging', 'brass memorial plaque', 'automated teller machine', 'notebook computer']","[0.18, 0.1, 0.02, 0.02, 0.02]",0.8437499999999996,0.6,0.38,0.6,0.002,0.49,916,916,1300
comic book,19,"['product packet  packaging', 'cardboard box  carton', 'dust jacket', 'jigsaw puzzle', 'scarf']","[0.24, 0.1399999999999999, 0.06, 0.04, 0.04]",0.8436548353875962,0.18,0.692,0.18,0.0,0.436,917,917,1300
crossword,22,"['ruler measuring stick', 'product packet  packaging', 'diaper', 'scoreboard', 'shoji screen  room divider']","[0.1399999999999999, 0.1, 0.04, 0.04, 0.04]",0.6817327184847201,0.2799999999999999,0.875,0.28,0.0,0.578,918,918,1300
traffic or street sign,11,"['cardboard box  carton', 'scoreboard', 'trash can', 'barbershop', 'cowboy boot']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.74,0.349,0.74,0.002,0.544,919,919,1300
traffic light,26,"['traffic or street sign', 'maypole', 'volleyball', 'torch', 'airliner']","[0.16, 0.12, 0.12, 0.04, 0.02]",-0.2081456157170361,0.12,0.667,0.12,0.0,0.394,920,920,1300
dust jacket,14,"['cardboard box  carton', 'product packet  packaging', 't shirt', 'redbone coonhound', 'brass memorial plaque']","[0.2799999999999999, 0.22, 0.12, 0.02, 0.02]",0.1933497614335191,0.16,0.063,0.16,0.003,0.112,921,921,1154
menu,10,"['product packet  packaging', 'ruler measuring stick', 'dust jacket', 'cardboard box  carton', 'oscilloscope']","[0.2999999999999999, 0.2, 0.12, 0.08, 0.02]",0.3862669009856494,0.18,0.225,0.18,0.001,0.202,922,922,1300
plate,21,"['burrito', 'tray', 'rotisserie', 'hot pot', 'ice cream']","[0.2, 0.12, 0.06, 0.06, 0.06]",0.9736654935686996,0.06,0.04,0.06,0.002,0.05,923,923,1300
guacamole,18,"['burrito', 'baby bib', 'soup bowl', 'hot pot', 'cheeseburger']","[0.1999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5,0.3799999999999999,0.388,0.38,0.001,0.384,924,924,1300
consomme,12,"['soup bowl', 'carbonara', 'bubble', 'baby bib', 'bell or wind chime']","[0.66, 0.08, 0.04, 0.02, 0.02]",1.471661175569702,0.04,0.1,0.04,0.0,0.07,925,925,1207
hot pot,16,"['pot pie', 'soup bowl', 'dining table', 'frying pan', 'steel drum']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615298,0.4399999999999999,0.344,0.44,0.001,0.392,926,926,1149
trifle,16,"['ice cream', 'cocktail shaker', 'burrito', 'eggnog', 'altar']","[0.1999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.929326275169194,0.36,0.529,0.36,0.001,0.444,927,927,1300
ice cream,21,"['drumstick', 'mashed potatoes', 'mixing bowl', 'meatloaf', 'bagel']","[0.12, 0.1, 0.08, 0.08, 0.06]",0.2715454178836379,0.2,0.102,0.2,0.002,0.151,928,928,1300
popsicle,37,"['shoji screen  room divider', 'plunger', 'band aid', 'cardboard box  carton', 'drumstick']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.02,0.1,0.02,0.0,0.06,929,929,1300
baguette,29,"['dough', 'drumstick', 'bakery', 'frying pan', 'pot pie']","[0.1399999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.026999605698156,0.18,0.409,0.18,0.0,0.294,930,930,1300
bagel,21,"['frying pan', 'dough', 'drumstick', 'cheeseburger', 'baby bib']","[0.08, 0.08, 0.06, 0.06, 0.04]",-0.3436215967445463,0.2799999999999999,0.133,0.28,0.002,0.207,931,931,1300
pretzel,20,"['bagel', 'tray', 'baby bib', 'drumstick', 'isopod']","[0.18, 0.1, 0.06, 0.06, 0.04]",1.0038803488549688,0.18,0.643,0.18,0.0,0.412,932,932,1300
cheeseburger,12,"['bagel', 'burrito', 'drumstick', 'rotisserie', 'mashed potatoes']","[0.34, 0.1, 0.04, 0.04, 0.04]",1.3627927530355548,0.2999999999999999,0.375,0.3,0.001,0.338,933,933,1300
hot dog,17,"['bagel', 'burrito', 'carbonara', 'redbone coonhound', 'drumstick']","[0.2, 0.18, 0.08, 0.06, 0.06]",0.3989370954092965,0.08,0.308,0.08,0.0,0.194,934,934,1300
mashed potatoes,17,"['mixing bowl', 'drumstick', 'baby bib', 'crock pot', 'frying pan']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.5599999999999999,0.346,0.56,0.002,0.453,935,935,1300
cabbage,19,"['small white butterfly', 'plant pot', 'cherimoya custard apple', 'plastic bag', 'vase']","[0.2199999999999999, 0.1199999999999999, 0.1199999999999999, 0.0799999999999999, 0.0599999999999999]",0.8591166119723818,0.0999999999999999,1.0,0.1,0.0,0.55,936,936,1300
broccoli,13,"['plant pot', 'guacamole', 'cheeseburger', 'mashed potatoes', 'small white butterfly']","[0.16, 0.1, 0.04, 0.04, 0.02]",0.7265891065949642,0.48,1.0,0.48,0.0,0.74,937,937,1300
cauliflower,13,"['mashed potatoes', 'vase', 'burrito', 'small white butterfly', 'cherimoya custard apple']","[0.1599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",1.001323728445919,0.42,0.913,0.42,0.0,0.666,938,938,1300
zucchini,28,"['vase', 'jackfruit', 'cardboard box  carton', 'plant pot', 'tray']","[0.08, 0.08, 0.04, 0.04, 0.04]",0.4082482904638644,0.2,0.667,0.2,0.0,0.434,939,939,1300
spaghetti squash,16,"['mashed potatoes', 'lemon', 'jackfruit', 'frying pan', 'tray']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.44,0.275,0.44,0.002,0.358,940,940,1239
acorn squash,24,"['spaghetti squash', 'butternut squash', 'chiton', 'plastic bag', 'wok']","[0.1399999999999999, 0.1, 0.08, 0.04, 0.04]",0.351364184463151,0.2,0.625,0.2,0.0,0.412,941,941,1300
butternut squash,24,"['ocarina', 'spaghetti squash', 'burrito', 'baby bib', 'tray']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.286470061706139,0.2399999999999999,0.387,0.24,0.001,0.314,942,942,1300
cucumber,25,"['rose hip', 'guacamole', 'zucchini', 'product packet  packaging', 'tray']","[0.18, 0.08, 0.08, 0.06, 0.04]",1.142776350289297,0.1399999999999999,0.583,0.14,0.0,0.362,943,943,1300
artichoke,18,"['cherimoya custard apple', 'cardoon', 'small white butterfly', 'plant pot', 'sea anemone']","[0.2199999999999999, 0.18, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.4542054487884111,0.2399999999999999,1.0,0.24,0.0,0.62,944,944,1300
bell pepper,19,"['rose hip', 'ocarina', 'plastic bag', 'common sorrel horse', 'granny smith apple']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.4,0.909,0.4,0.0,0.655,945,945,1300
cardoon,8,"['vase', 'plant pot', 'bee', 'monarch butterfly', 'ringlet butterfly']","[0.1, 0.08, 0.06, 0.04, 0.02]",0.0,0.64,0.5,0.64,0.001,0.57,946,946,1125
mushroom,15,"['agaric', 'stinkhorn mushroom', 'bolete', 'earth star fungus', 'nematode']","[0.2799999999999999, 0.2, 0.12, 0.06, 0.02]",0.2981683960863164,0.12,0.273,0.12,0.0,0.196,947,947,1300
granny smith apple,17,"['guacamole', 'ladle', 'tray', 'mashed potatoes', 'gibbon']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.54,0.659,0.54,0.001,0.6,948,948,1300
strawberry,21,"['rose hip', 'mixing bowl', 'tray', 'vase', 'plate']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.04]",0.9704949588309444,0.2999999999999999,0.882,0.3,0.0,0.591,949,949,1300
orange,11,"['lemon', 'bagel', 'spaghetti squash', 'apiary', 'drumstick']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.5599999999999999,0.609,0.56,0.001,0.584,950,950,1300
lemon,13,"['orange', 'vase', 'spaghetti squash', 'sulphur crested cockatoo', 'grocery store']","[0.1, 0.08, 0.04, 0.02, 0.02]",0.3804646084815738,0.5800000000000001,0.42,0.58,0.001,0.5,951,951,1300
fig,17,"['cherimoya custard apple', 'horse chestnut seed', 'granny smith apple', 'lemon', 'drumstick']","[0.1399999999999999, 0.12, 0.1, 0.06, 0.04]",-0.1579875514375968,0.2999999999999999,0.75,0.3,0.0,0.525,952,952,1300
pineapple,27,"['vase', 'cardoon', 'jackfruit', 'monarch butterfly', 'tray']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.1999999999999999,0.909,0.2,0.0,0.554,953,953,1300
banana,22,"['cherimoya custard apple', 'tray', 'vase', 'plate', 'spaghetti squash']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.3800000000000001,0.679,0.38,0.001,0.53,954,954,1300
